CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
44;Grand Est;52;09;Joinville;38;10526;10770
44;Grand Est;52;10;Langres;18;11948;12445
44;Grand Est;52;11;Nogent;29;12044;12278
44;Grand Est;52;12;Poissons;65;8600;8822
44;Grand Est;52;13;Saint-Dizier-1;11;12330;12513
44;Grand Est;52;14;Saint-Dizier-2;1;10256;10553
44;Grand Est;52;15;Saint-Dizier-3;3;11072;11301
44;Grand Est;52;16;Villegusien-le-Lac;54;8757;8933
44;Grand Est;52;17;Wassy;20;11211;11543
52;Pays de la Loire;53;01;Azé;13;16269;16801
52;Pays de la Loire;53;02;Bonchamp-lès-Laval;7;15747;16161
52;Pays de la Loire;53;03;Château-Gontier;12;21071;21749
52;Pays de la Loire;53;04;Cossé-le-Vivien;29;21668;22183
52;Pays de la Loire;53;05;Ernée;15;20880;21285
52;Pays de la Loire;53;06;Évron;20;20913;21371
52;Pays de la Loire;53;07;Gorron;27;18792;19212
52;Pays de la Loire;53;08;L' Huisserie;9;15551;16026
52;Pays de la Loire;53;09;Lassay-les-Châteaux;24;17786;18190
52;Pays de la Loire;53;10;Laval-1;1;19339;20500
52;Pays de la Loire;53;11;Laval-2;1;16156;16895
52;Pays de la Loire;53;12;Laval-3;1;14078;14811
52;Pays de la Loire;53;13;Loiron;14;17179;17534
52;Pays de la Loire;53;14;Mayenne;8;18444;19308
52;Pays de la Loire;53;15;Meslay-du-Maine;35;20888;21350
52;Pays de la Loire;53;16;Saint-Berthevin;4;16301;16823
52;Pays de la Loire;53;17;Villaines-la-Juhel;26;16022;16409
44;Grand Est;54;01;Baccarat;91;27063;27554
44;Grand Est;54;02;Entre Seille et Meurthe;39;29325;29674
44;Grand Est;54;03;Grand Couronné;24;32436;33084
44;Grand Est;54;04;Jarny;34;36402;36967
44;Grand Est;54;05;Jarville-la-Malgrange;12;34790;35379
44;Grand Est;54;06;Laxou;2;28858;29371
44;Grand Est;54;07;Longwy;8;34004;34622
44;Grand Est;54;08;Lunéville-1;26;33481;34120
44;Grand Est;54;09;Lunéville-2;54;34415;34895
44;Grand Est;54;10;Meine au Saintois;98;28251;28679
44;Grand Est;54;11;Mont-Saint-Martin;32;31103;31614
44;Grand Est;54;12;Nancy-1;1;35930;36513
44;Grand Est;54;13;Nancy-2;1;32912;33386
44;Grand Est;54;14;Nancy-3;1;36043;36431
44;Grand Est;54;15;Neuves-Maisons;14;26265;26655
44;Grand Est;54;16;Le Nord-Toulois;56;26583;27080
44;Grand Est;54;17;Pays de Briey;37;36959;37705
44;Grand Est;54;18;Pont-à-Mousson;24;34558;35020
44;Grand Est;54;19;Saint-Max;5;36384;37255
44;Grand Est;54;20;Toul;15;30619;31096
44;Grand Est;54;21;Val de Lorraine Sud;5;29579;29911
44;Grand Est;54;22;Vandœuvre-lès-Nancy;1;30009;30280
44;Grand Est;54;23;Villerupt;14;27500;27908
44;Grand Est;55;01;Ancerville;25;13045;13377
44;Grand Est;55;02;Bar-le-Duc-1;13;12107;12491
44;Grand Est;55;03;Bar-le-Duc-2;5;11306;11741
44;Grand Est;55;04;Belleville-sur-Meuse;27;9327;9578
44;Grand Est;55;05;Bouligny;26;9189;9340
44;Grand Est;55;06;Clermont-en-Argonne;50;8986;9198
44;Grand Est;55;07;Commercy;14;11982;12346
44;Grand Est;55;08;Dieue-sur-Meuse;62;12605;12871
44;Grand Est;55;09;Étain;42;10012;10222
44;Grand Est;55;10;Ligny-en-Barrois;40;12083;12426
44;Grand Est;55;11;Montmédy;45;9608;9912
44;Grand Est;55;12;Revigny-sur-Ornain;28;11354;11631
44;Grand Est;55;13;Saint-Mihiel;34;11923;12223
44;Grand Est;55;14;Stenay;35;8690;8983
44;Grand Est;55;15;Vaucouleurs;48;12368;12658
44;Grand Est;55;16;Verdun-1;2;10140;10795
44;Grand Est;55;17;Verdun-2;5;10630;11010
53;Bretagne;56;01;Auray;7;33042;33965
53;Bretagne;56;02;Gourin;29;33306;34488
53;Bretagne;56;03;Grand-Champ;17;37605;38580
53;Bretagne;56;04;Guer;23;39573;40771
53;Bretagne;56;05;Guidel;11;41644;42625
53;Bretagne;56;06;Hennebont;6;42869;43985
53;Bretagne;56;07;Lanester;2;29917;30589
53;Bretagne;56;08;Lorient-1;1;29261;30229
53;Bretagne;56;09;Lorient-2;2;30072;30617
53;Bretagne;56;10;Moréac;23;34259;35171
53;Bretagne;56;11;Muzillac;15;34074;34710
53;Bretagne;56;12;Ploemeur;3;34842;35977
53;Bretagne;56;13;Ploërmel;29;39270;40708
53;Bretagne;56;14;Pluvigner;11;37091;37994
53;Bretagne;56;15;Pontivy;15;42613;44270
53;Bretagne;56;16;Questembert;16;34857;35646
53;Bretagne;56;17;Quiberon;16;36380;37360
53;Bretagne;56;18;Séné;10;38284;39151
53;Bretagne;56;19;Vannes-1;1;32325;33639
53;Bretagne;56;20;Vannes-2;10;39426;40670
53;Bretagne;56;21;Vannes-3;6;34157;35031
44;Grand Est;57;01;Algrange;16;41146;41702
44;Grand Est;57;02;Bitche;46;34069;34921
44;Grand Est;57;03;Boulay-Moselle;31;32806;33332
44;Grand Est;57;04;Bouzonville;54;34082;34734
44;Grand Est;57;05;Les Coteaux de Moselle;27;35343;36115
44;Grand Est;57;06;Fameck;5;40683;41094
44;Grand Est;57;07;Faulquemont;61;39480;40271
44;Grand Est;57;08;Forbach;7;40051;40617
44;Grand Est;57;09;Freyming-Merlebach;11;31709;32109
44;Grand Est;57;10;Hayange;9;41116;41576
44;Grand Est;57;11;Metz-1;1;37128;37695
44;Grand Est;57;12;Metz-2;1;40372;41095
44;Grand Est;57;13;Metz-3;1;39081;39632
44;Grand Est;57;14;Metzervisse;27;37650;38292
44;Grand Est;57;15;Montigny-lès-Metz;6;45015;45853
44;Grand Est;57;16;Le Pays Messin;49;41062;42143
44;Grand Est;57;17;Phalsbourg;56;32712;33600
44;Grand Est;57;18;Rombas;14;45260;45750
44;Grand Est;57;19;Saint-Avold;10;38977;39754
44;Grand Est;57;20;Sarralbe;48;33395;34058
44;Grand Est;57;21;Sarrebourg;46;30333;31044
44;Grand Est;57;22;Sarreguemines;20;44684;45665
44;Grand Est;57;23;Le Saulnois;135;30281;31313
44;Grand Est;57;24;Le Sillon Mosellan;7;45043;45638
44;Grand Est;57;25;Stiring-Wendel;14;37089;37676
44;Grand Est;57;26;Thionville;2;46031;46849
44;Grand Est;57;27;Yutz;24;48926;49834
27;Bourgogne-Franche-Comté;58;01;La Charité-sur-Loire;28;14427;14637
27;Bourgogne-Franche-Comté;58;02;Château-Chinon;40;12477;13026
27;Bourgogne-Franche-Comté;58;03;Clamecy;46;13725;14268
27;Bourgogne-Franche-Comté;58;04;Corbigny;45;10181;10529
27;Bourgogne-Franche-Comté;58;05;Cosne-Cours-sur-Loire;7;13991;14302
27;Bourgogne-Franche-Comté;58;06;Decize;9;10785;11071
27;Bourgogne-Franche-Comté;58;07;Fourchambault;4;12390;12698
27;Bourgogne-Franche-Comté;58;08;Guérigny;32;14148;14477
27;Bourgogne-Franche-Comté;58;09;Imphy;9;10065;10232
27;Bourgogne-Franche-Comté;58;10;Luzy;32;12065;12261
27;Bourgogne-Franche-Comté;58;11;Nevers-1;2;11443;11904
27;Bourgogne-Franche-Comté;58;12;Nevers-2;4;11294;11508
27;Bourgogne-Franche-Comté;58;13;Nevers-3;4;11289;11668
27;Bourgogne-Franche-Comté;58;14;Nevers-4;1;10308;10704
27;Bourgogne-Franche-Comté;58;15;Pouilly-sur-Loire;29;14565;14861
27;Bourgogne-Franche-Comté;58;16;Saint-Pierre-le-Moûtier;17;10126;10301
27;Bourgogne-Franche-Comté;58;17;Varennes-Vauzelles;3;12549;12809
32;Hauts-de-France;59;01;Aniche;26;59880;60426
32;Hauts-de-France;59;02;Annœullin;24;77714;78569
32;Hauts-de-France;59;03;Anzin;6;51953;52243
32;Hauts-de-France;59;04;Armentières;11;65708;66461
32;Hauts-de-France;59;06;Aulnoy-lez-Valenciennes;20;53454;54007
32;Hauts-de-France;59;05;Aulnoye-Aymeries;39;51475;52272
32;Hauts-de-France;59;07;Avesnes-sur-Helpe;52;59089;60044
32;Hauts-de-France;59;08;Bailleul;23;52539;53483
32;Hauts-de-France;59;09;Cambrai;27;56822;57825
32;Hauts-de-France;59;10;Le Cateau-Cambrésis;56;52436;53229
32;Hauts-de-France;59;11;Caudry;33;51853;52514
32;Hauts-de-France;59;12;Coudekerque-Branche;9;49441;50228
32;Hauts-de-France;59;13;Croix;5;75460;76301
32;Hauts-de-France;59;14;Denain;18;69916;70367
32;Hauts-de-France;59;15;Douai;7;62298;63451
32;Hauts-de-France;59;16;Dunkerque-1;1;51013;51488
32;Hauts-de-France;59;17;Dunkerque-2;5;50077;51134
32;Hauts-de-France;59;18;Faches-Thumesnil;12;77687;78410
32;Hauts-de-France;59;19;Fourmies;46;53655;54435
32;Hauts-de-France;59;20;Grande-Synthe;14;59612;60319
32;Hauts-de-France;59;21;Hazebrouck;16;58394;59421
32;Hauts-de-France;59;22;Lambersart;8;69997;70891
32;Hauts-de-France;59;23;Lille-1;5;74801;75541
32;Hauts-de-France;59;24;Lille-2;4;68689;69839
32;Hauts-de-France;59;25;Lille-3;2;71312;71840
32;Hauts-de-France;59;26;Lille-4;3;69507;70050
32;Hauts-de-France;59;27;Lille-5;1;73629;74324
32;Hauts-de-France;59;28;Lille-6;10;77787;78494
32;Hauts-de-France;59;29;Marly;17;63363;63867
32;Hauts-de-France;59;30;Maubeuge;14;64176;64791
32;Hauts-de-France;59;31;Orchies;16;54251;54962
32;Hauts-de-France;59;32;Roubaix-1;1;75547;75858
32;Hauts-de-France;59;33;Roubaix-2;3;72827;73253
32;Hauts-de-France;59;34;Saint-Amand-les-Eaux;19;58180;58729
32;Hauts-de-France;59;35;Sin-le-Noble;15;69120;69920
32;Hauts-de-France;59;36;Templeuve;32;79054;80873
32;Hauts-de-France;59;37;Tourcoing-1;4;66299;66707
32;Hauts-de-France;59;38;Tourcoing-2;1;75543;76129
32;Hauts-de-France;59;39;Valenciennes;2;54758;55372
32;Hauts-de-France;59;40;Villeneuve-d'Ascq;5;73028;73812
32;Hauts-de-France;59;41;Wormhout;45;53890;55005
32;Hauts-de-France;60;01;Beauvais-1;8;40673;41534
32;Hauts-de-France;60;02;Beauvais-2;26;46592;47874
32;Hauts-de-France;60;03;Chantilly;10;42184;43441
32;Hauts-de-France;60;04;Chaumont-en-Vexin;64;46212;47149
32;Hauts-de-France;60;05;Clermont;20;38930;39757
32;Hauts-de-France;60;06;Compiègne-1;20;41715;42793
32;Hauts-de-France;60;07;Compiègne-2;17;47134;48523
32;Hauts-de-France;60;08;Creil;2;40477;40847
32;Hauts-de-France;60;09;Crépy-en-Valois;25;34418;35137
32;Hauts-de-France;60;10;Estrées-Saint-Denis;71;42822;43737
32;Hauts-de-France;60;11;Grandvilliers;100;40449;41188
32;Hauts-de-France;60;12;Méru;14;47344;47973
32;Hauts-de-France;60;13;Montataire;15;36734;37319
32;Hauts-de-France;60;14;Mouy;35;37185;37905
32;Hauts-de-France;60;15;Nanteuil-le-Haudouin;46;32410;33062
32;Hauts-de-France;60;16;Nogent-sur-Oise;6;37722;38299
32;Hauts-de-France;60;17;Noyon;42;32668;33355
32;Hauts-de-France;60;18;Pont-Sainte-Maxence;22;31955;32538
32;Hauts-de-France;60;19;Saint-Just-en-Chaussée;84;44114;45046
32;Hauts-de-France;60;20;Senlis;14;32583;33782
32;Hauts-de-France;60;21;Thourotte;40;32832;33646
28;Normandie;61;01;L' Aigle;7;12684;13060
28;Normandie;61;02;Alençon-1;2;15987;16588
28;Normandie;61;03;Alençon-2;2;14434;14729
28;Normandie;61;04;Argentan-1;16;13521;13910
28;Normandie;61;05;Argentan-2;21;13906;14268
28;Normandie;61;06;Athis-de-l'Orne;30;15151;15759
28;Normandie;61;07;Bagnoles-de-l'Orne;12;12875;13184
28;Normandie;61;08;Bretoncelles;12;11372;11633
28;Normandie;61;09;Ceton;18;12860;13156
28;Normandie;61;10;Damigny;16;13652;13975
28;Normandie;61;11;Domfront;13;14984;15341
28;Normandie;61;12;La Ferté-Macé;14;14932;15548
28;Normandie;61;13;Flers-1;13;15626;15997
28;Normandie;61;14;Flers-2;7;15165;15605
28;Normandie;61;15;Magny-le-Désert;36;12564;12810
28;Normandie;61;16;Mortagne-au-Perche;33;13670;14232
28;Normandie;61;17;Radon;37;11072;11333
28;Normandie;61;18;Rai;26;12475;12804
28;Normandie;61;19;Sées;21;11225;11828
28;Normandie;61;20;Tourouvre;23;12857;13120
28;Normandie;61;21;Vimoutiers;32;10581;10854
32;Hauts-de-France;62;01;Aire-sur-la-Lys;17;29653;30178
32;Hauts-de-France;62;02;Arras-1;13;35919;36542
32;Hauts-de-France;62;03;Arras-2;12;36032;36826
32;Hauts-de-France;62;04;Arras-3;16;32114;32648
32;Hauts-de-France;62;05;Auchel;9;35781;35989
32;Hauts-de-France;62;06;Auxi-le-Château;84;34500;35101
32;Hauts-de-France;62;07;Avesnes-le-Comte;108;38426;39550
32;Hauts-de-France;62;08;Avion;4;39198;39469
32;Hauts-de-France;62;09;Bapaume;75;36224;37048
32;Hauts-de-France;62;10;Berck;31;35132;36042
32;Hauts-de-France;62;11;Béthune;7;41849;42346
32;Hauts-de-France;62;12;Beuvry;13;40631;41349
32;Hauts-de-France;62;13;Boulogne-sur-Mer-1;7;35608;36105
32;Hauts-de-France;62;14;Boulogne-sur-Mer-2;5;40162;40757
32;Hauts-de-France;62;15;Brebières;33;32451;32879
32;Hauts-de-France;62;16;Bruay-la-Buissière;12;35570;36129
32;Hauts-de-France;62;17;Bully-les-Mines;12;44304;44775
32;Hauts-de-France;62;18;Calais-1;11;36915;37441
32;Hauts-de-France;62;19;Calais-2;26;38540;39142
32;Hauts-de-France;62;20;Calais-3;1;43451;43774
32;Hauts-de-France;62;21;Carvin;3;36280;36518
32;Hauts-de-France;62;22;Desvres;52;45422;46361
32;Hauts-de-France;62;23;Douvrin;14;41560;41923
32;Hauts-de-France;62;24;Étaples;15;30987;31660
32;Hauts-de-France;62;25;Fruges;52;31362;32277
32;Hauts-de-France;62;26;Harnes;6;43267;43532
32;Hauts-de-France;62;27;Hénin-Beaumont-1;4;35293;35560
32;Hauts-de-France;62;28;Hénin-Beaumont-2;6;45205;45616
32;Hauts-de-France;62;29;Lens;3;41362;41631
32;Hauts-de-France;62;30;Liévin;4;39543;40061
32;Hauts-de-France;62;31;Lillers;22;38997;39533
32;Hauts-de-France;62;32;Longuenesse;7;32808;33737
32;Hauts-de-France;62;33;Lumbres;60;32530;33228
32;Hauts-de-France;62;34;Marck;16;38279;38797
32;Hauts-de-France;62;35;Nœux-les-Mines;13;41690;42054
32;Hauts-de-France;62;36;Outreau;11;37066;37631
32;Hauts-de-France;62;37;Saint-Omer;16;35689;36749
32;Hauts-de-France;62;38;Saint-Pol-sur-Ternoise;87;33183;33824
32;Hauts-de-France;62;39;Wingles;9;43760;44039
84;Auvergne-Rhône-Alpes;63;01;Aigueperse;24;21770;22143
84;Auvergne-Rhône-Alpes;63;02;Ambert;30;18028;18551
84;Auvergne-Rhône-Alpes;63;03;Aubière;3;21231;21614
84;Auvergne-Rhône-Alpes;63;04;Beaumont;3;20824;21283
84;Auvergne-Rhône-Alpes;63;05;Billom;23;20799;21201
84;Auvergne-Rhône-Alpes;63;06;Brassac-les-Mines;57;23469;24057
84;Auvergne-Rhône-Alpes;63;07;Cébazat;5;19100;19392
84;Auvergne-Rhône-Alpes;63;08;Chamalières;2;21715;22460
84;Auvergne-Rhône-Alpes;63;09;Châtel-Guyon;8;23422;23900
84;Auvergne-Rhône-Alpes;63;10;Clermont-Ferrand-1;1;22250;22385
84;Auvergne-Rhône-Alpes;63;11;Clermont-Ferrand-2;1;24754;25214
84;Auvergne-Rhône-Alpes;63;12;Clermont-Ferrand-3;1;24644;24917
84;Auvergne-Rhône-Alpes;63;13;Clermont-Ferrand-4;1;22149;22436
84;Auvergne-Rhône-Alpes;63;14;Clermont-Ferrand-5;1;27135;27738
84;Auvergne-Rhône-Alpes;63;15;Clermont-Ferrand-6;1;25802;26774
84;Auvergne-Rhône-Alpes;63;16;Cournon-d'Auvergne;2;25646;26074
84;Auvergne-Rhône-Alpes;63;17;Gerzat;4;17739;17915
84;Auvergne-Rhône-Alpes;63;18;Issoire;10;21505;22055
84;Auvergne-Rhône-Alpes;63;19;Lezoux;14;19089;19392
84;Auvergne-Rhône-Alpes;63;20;Maringues;20;18068;18359
84;Auvergne-Rhône-Alpes;63;21;Les Martres-de-Veyre;11;22089;22477
84;Auvergne-Rhône-Alpes;63;22;Les Monts du Livradois;38;17640;18141
84;Auvergne-Rhône-Alpes;63;23;Orcines;23;17838;18462
84;Auvergne-Rhône-Alpes;63;24;Pont-du-Château;3;23764;24569
84;Auvergne-Rhône-Alpes;63;25;Riom;5;24209;25064
84;Auvergne-Rhône-Alpes;63;26;Saint-Éloy-les-Mines;35;16159;16659
84;Auvergne-Rhône-Alpes;63;27;Saint-Georges-de-Mons;28;18844;19193
84;Auvergne-Rhône-Alpes;63;28;Saint-Ours;40;16888;17362
84;Auvergne-Rhône-Alpes;63;29;Le Sancy;43;19248;19682
84;Auvergne-Rhône-Alpes;63;30;Thiers;13;22570;23152
84;Auvergne-Rhône-Alpes;63;31;Vic-le-Comte;19;20660;21050
75;Nouvelle-Aquitaine;64;01;Anglet;1;23958;24732
75;Nouvelle-Aquitaine;64;02;Artix et Pays de Soubestre;55;27563;28273
75;Nouvelle-Aquitaine;64;03;Baïgura et Mondarrain;10;24685;25306
75;Nouvelle-Aquitaine;64;04;Bayonne-1;2;21484;22065
75;Nouvelle-Aquitaine;64;05;Bayonne-2;2;27795;28192
75;Nouvelle-Aquitaine;64;06;Bayonne-3;1;26267;27009
75;Nouvelle-Aquitaine;64;07;Biarritz;1;25532;26248
75;Nouvelle-Aquitaine;64;08;Billère et Coteaux de Jurançon;5;22206;22740
75;Nouvelle-Aquitaine;64;09;Le Cœur de Béarn;47;27107;27878
75;Nouvelle-Aquitaine;64;10;Hendaye-Côte Basque-Sud;3;28461;29108
75;Nouvelle-Aquitaine;64;11;Lescar, Gave et Terres du Pont-Long;7;30039;30870
75;Nouvelle-Aquitaine;64;12;Montagne Basque;66;25216;26488
75;Nouvelle-Aquitaine;64;13;Nive-Adour;10;26888;27495
75;Nouvelle-Aquitaine;64;14;Oloron-Sainte-Marie-1;33;19941;20722
75;Nouvelle-Aquitaine;64;15;Oloron-Sainte-Marie-2;34;21888;22485
75;Nouvelle-Aquitaine;64;16;Orthez et Terres des Gaves et du Sel;40;26903;28034
75;Nouvelle-Aquitaine;64;17;Ouzom, Gave et Rives du Neez;18;21962;22609
75;Nouvelle-Aquitaine;64;18;Pau-1;1;25868;26250
75;Nouvelle-Aquitaine;64;19;Pau-2;2;24016;24425
75;Nouvelle-Aquitaine;64;20;Pau-3;3;20477;21224
75;Nouvelle-Aquitaine;64;21;Pau-4;2;20850;21242
75;Nouvelle-Aquitaine;64;22;Pays de Bidache, Amikuze et Ostibarre;52;21333;21860
75;Nouvelle-Aquitaine;64;23;Pays de Morlaàs et du Montanérès;44;23488;24197
75;Nouvelle-Aquitaine;64;24;Saint-Jean-de-Luz;4;28639;29414
75;Nouvelle-Aquitaine;64;25;Terres des Luys et Coteaux du Vic-Bilh;72;26237;27060
75;Nouvelle-Aquitaine;64;26;Ustaritz-Vallées de Nive et Nivelle;9;32020;32846
75;Nouvelle-Aquitaine;64;27;Vallées de l'Ousse et du Lagoin;29;28987;29938
76;Occitanie;65;01;Aureilhan;3;15924;16308
76;Occitanie;65;02;Bordères-sur-l'Echez;7;14447;14816
76;Occitanie;65;03;Les Coteaux;77;11887;12379
76;Occitanie;65;04;La Haute-Bigorre;14;14809;15319
76;Occitanie;65;05;Lourdes-1;12;11563;11845
76;Occitanie;65;06;Lourdes-2;28;10447;10648
76;Occitanie;65;07;Moyen Adour;15;14956;15351
76;Occitanie;65;08;Neste, Aure et Louron;61;12325;12627
76;Occitanie;65;09;Ossun;17;13161;13429
76;Occitanie;65;10;Tarbes-1;1;13891;14141
76;Occitanie;65;11;Tarbes-2;1;14095;14264
76;Occitanie;65;12;Tarbes-3;1;14440;15058
76;Occitanie;65;13;Val d'Adour-Rustan-Madiranais;43;12003;12274
76;Occitanie;65;14;La Vallée de l'Arros et des Baïses;70;12225;12500
76;Occitanie;65;15;La Vallée de la Barousse;52;15340;15746
76;Occitanie;65;16;La Vallée des Gaves;48;15495;16021
76;Occitanie;65;17;Vic-en-Bigorre;22;12183;12596
76;Occitanie;66;01;Les Aspres;22;31522;32029
76;Occitanie;66;02;Le Canigou;41;20938;21269
76;Occitanie;66;03;La Côte Sableuse;4;31137;31676
76;Occitanie;66;04;La Côte Salanquaise;6;36477;36860
76;Occitanie;66;05;La Côte Vermeille;7;29499;30051
76;Occitanie;66;06;Perpignan-1;1;28944;29221
76;Occitanie;66;07;Perpignan-2;4;30019;30494
76;Occitanie;66;08;Perpignan-3;2;24283;24695
76;Occitanie;66;09;Perpignan-4;1;23808;24097
76;Occitanie;66;10;Perpignan-5;2;27080;27403
76;Occitanie;66;11;Perpignan-6;2;23882;24161
76;Occitanie;66;12;La Plaine d'Illibéris;9;31505;32025
76;Occitanie;66;13;Les Pyrénées catalanes;62;26970;28066
76;Occitanie;66;14;Le Ribéral;7;24378;24755
76;Occitanie;66;15;La Vallée de l'Agly;38;28913;29398
76;Occitanie;66;16;La Vallée de la Têt;10;26678;27095
76;Occitanie;66;17;Vallespir-Albères;13;30324;30920
44;Grand Est;67;01;Bischwiller;21;52351;52948
44;Grand Est;67;02;Bouxwiller;53;49773;50549
44;Grand Est;67;03;Brumath;22;53657;54324
44;Grand Est;67;04;Erstein;28;47915;48683
44;Grand Est;67;05;Haguenau;14;49536;50304
44;Grand Est;67;06;Hœnheim;10;51924;52431
44;Grand Est;67;07;Illkirch-Graffenstaden;4;49281;50197
44;Grand Est;67;08;Ingwiller;75;43897;44651
44;Grand Est;67;09;Lingolsheim;13;51428;51951
44;Grand Est;67;10;Molsheim;31;55730;56644
44;Grand Est;67;11;Mutzig;51;46557;47432
44;Grand Est;67;12;Obernai;25;41518;42681
44;Grand Est;67;13;Reichshoffen;43;48907;49884
44;Grand Est;67;14;Saverne;49;49401;50307
44;Grand Est;67;15;Schiltigheim;2;50206;50615
44;Grand Est;67;16;Sélestat;29;56290;57153
44;Grand Est;67;17;Strasbourg-1;1;47352;47720
44;Grand Est;67;18;Strasbourg-2;1;44696;44994
44;Grand Est;67;19;Strasbourg-3;1;49514;49738
44;Grand Est;67;20;Strasbourg-4;1;43174;43743
44;Grand Est;67;21;Strasbourg-5;1;40598;41273
44;Grand Est;67;22;Strasbourg-6;1;59343;60064
44;Grand Est;67;23;Wissembourg;44;50504;51390
44;Grand Est;68;01;Altkirch;64;47562;48683
44;Grand Est;68;02;Brunstatt;27;41419;42439
44;Grand Est;68;03;Cernay;31;49587;50602
44;Grand Est;68;04;Colmar-1;2;43107;43721
44;Grand Est;68;05;Colmar-2;13;54000;55109
44;Grand Est;68;06;Ensisheim;38;49103;49876
44;Grand Est;68;07;Guebwiller;18;35665;36434
44;Grand Est;68;08;Kingersheim;8;40749;41355
44;Grand Est;68;09;Masevaux;59;38380;39170
44;Grand Est;68;10;Mulhouse-1;1;40198;40682
44;Grand Est;68;11;Mulhouse-2;1;41571;41954
44;Grand Est;68;12;Mulhouse-3;2;41853;42420
44;Grand Est;68;13;Rixheim;12;49023;49974
44;Grand Est;68;14;Saint-Louis;21;56772;57739
44;Grand Est;68;15;Sainte-Marie-aux-Mines;28;44121;45180
44;Grand Est;68;16;Wintzenheim;35;49092;50604
44;Grand Est;68;17;Wittenheim;9;42779;43349
84;Auvergne-Rhône-Alpes;69;01;Anse;15;38708;39648
84;Auvergne-Rhône-Alpes;69;02;L' Arbresle;26;38053;39173
84;Auvergne-Rhône-Alpes;69;03;Belleville;28;36101;36954
84;Auvergne-Rhône-Alpes;69;04;Le Bois-d'Oingt;23;29374;30105
84;Auvergne-Rhône-Alpes;69;05;Brignais;6;39432;40170
84;Auvergne-Rhône-Alpes;69;06;Genas;8;41259;41846
84;Auvergne-Rhône-Alpes;69;07;Gleizé;15;32445;33332
84;Auvergne-Rhône-Alpes;69;00;Métropole de Lyon;59;1398892;1415357
84;Auvergne-Rhône-Alpes;69;08;Mornant;19;41056;41934
84;Auvergne-Rhône-Alpes;69;09;Saint-Symphorien-d'Ozon;12;39869;40511
84;Auvergne-Rhône-Alpes;69;10;Tarare;18;28869;29553
84;Auvergne-Rhône-Alpes;69;11;Thizy-les-Bourgs;21;26538;27175
84;Auvergne-Rhône-Alpes;69;12;Vaugneray;18;32640;33472
84;Auvergne-Rhône-Alpes;69;13;Villefranche-sur-Saône;1;36288;36711
27;Bourgogne-Franche-Comté;70;01;Dampierre-sur-Salon;50;10838;11144
27;Bourgogne-Franche-Comté;70;02;Gray;24;14147;14761
27;Bourgogne-Franche-Comté;70;03;Héricourt-1;15;15678;16015
27;Bourgogne-Franche-Comté;70;04;Héricourt-2;14;13441;13805
27;Bourgogne-Franche-Comté;70;05;Jussey;65;11853;12131
27;Bourgogne-Franche-Comté;70;06;Lure-1;21;13605;13848
27;Bourgogne-Franche-Comté;70;07;Lure-2;22;12977;13242
27;Bourgogne-Franche-Comté;70;08;Luxeuil-les-Bains;12;14212;14637
27;Bourgogne-Franche-Comté;70;09;Marnay;50;15266;15566
27;Bourgogne-Franche-Comté;70;10;Mélisey;33;11008;11225
27;Bourgogne-Franche-Comté;70;11;Port-sur-Saône;46;14259;14530
27;Bourgogne-Franche-Comté;70;12;Rioz;52;16397;16812
27;Bourgogne-Franche-Comté;70;13;Saint-Loup-sur-Semouse;23;15326;15782
27;Bourgogne-Franche-Comté;70;14;Scey-sur-Saône-et-Saint-Albin;44;12466;12706
27;Bourgogne-Franche-Comté;70;15;Vesoul-1;12;16665;17117
27;Bourgogne-Franche-Comté;70;16;Vesoul-2;13;16018;16772
27;Bourgogne-Franche-Comté;70;17;Villersexel;47;11862;12187
27;Bourgogne-Franche-Comté;71;01;Autun-1;28;18895;19616
27;Bourgogne-Franche-Comté;71;02;Autun-2;27;16992;17938
27;Bourgogne-Franche-Comté;71;03;Blanzy;17;18701;19103
27;Bourgogne-Franche-Comté;71;04;Chagny;27;19719;20445
27;Bourgogne-Franche-Comté;71;05;Chalon-sur-Saône-1;6;19661;20070
27;Bourgogne-Franche-Comté;71;06;Chalon-sur-Saône-2;1;20872;21646
27;Bourgogne-Franche-Comté;71;07;Chalon-sur-Saône-3;2;19124;19836
27;Bourgogne-Franche-Comté;71;08;La Chapelle-de-Guinchay;32;23650;24314
27;Bourgogne-Franche-Comté;71;09;Charolles;32;15167;15935
27;Bourgogne-Franche-Comté;71;10;Chauffailles;39;19379;19857
27;Bourgogne-Franche-Comté;71;11;Cluny;49;15877;16433
27;Bourgogne-Franche-Comté;71;12;Le Creusot-1;3;17165;17432
27;Bourgogne-Franche-Comté;71;13;Le Creusot-2;5;16263;16523
27;Bourgogne-Franche-Comté;71;14;Cuiseaux;28;20296;20667
27;Bourgogne-Franche-Comté;71;15;Digoin;15;18578;19020
27;Bourgogne-Franche-Comté;71;16;Gergy;28;17406;17802
27;Bourgogne-Franche-Comté;71;17;Givry;41;19987;20815
27;Bourgogne-Franche-Comté;71;18;Gueugnon;20;14522;14887
27;Bourgogne-Franche-Comté;71;19;Hurigny;28;22554;23320
27;Bourgogne-Franche-Comté;71;20;Louhans;20;20905;21385
27;Bourgogne-Franche-Comté;71;21;Mâcon-1;3;23709;24285
27;Bourgogne-Franche-Comté;71;22;Mâcon-2;2;20351;20892
