CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
76;Occitanie;32;15;Mirande-Astarac;43;12465;13061
76;Occitanie;32;16;Pardiac-Rivière-Basse;43;9584;9915
76;Occitanie;32;17;Val de Save;40;11404;11747
75;Nouvelle-Aquitaine;33;01;Andernos-les-Bains;6;53174;54116
75;Nouvelle-Aquitaine;33;02;Bordeaux-1;1;46096;46559
75;Nouvelle-Aquitaine;33;03;Bordeaux-2;1;49881;50846
75;Nouvelle-Aquitaine;33;04;Bordeaux-3;1;48315;49130
75;Nouvelle-Aquitaine;33;05;Bordeaux-4;1;61077;61622
75;Nouvelle-Aquitaine;33;06;Bordeaux-5;1;51699;52195
75;Nouvelle-Aquitaine;33;07;Le Bouscat;2;42240;42692
75;Nouvelle-Aquitaine;33;08;La Brède;13;44283;45311
75;Nouvelle-Aquitaine;33;09;Cenon;3;46836;47228
75;Nouvelle-Aquitaine;33;10;Les Coteaux de Dordogne;51;37255;37862
75;Nouvelle-Aquitaine;33;11;Créon;23;49254;50155
75;Nouvelle-Aquitaine;33;12;L' Entre-Deux-Mers;57;38064;38769
75;Nouvelle-Aquitaine;33;13;L' Estuaire;38;41515;42301
75;Nouvelle-Aquitaine;33;14;Gujan-Mestras;4;45006;45831
75;Nouvelle-Aquitaine;33;15;Les Landes des Graves;25;46677;47388
75;Nouvelle-Aquitaine;33;16;Le Libournais-Fronsadais;24;54281;55323
75;Nouvelle-Aquitaine;33;17;Lormont;5;45286;45820
75;Nouvelle-Aquitaine;33;18;Mérignac-1;2;49200;49769
75;Nouvelle-Aquitaine;33;19;Mérignac-2;3;49131;49745
75;Nouvelle-Aquitaine;33;20;Le Nord-Gironde;26;52439;53125
75;Nouvelle-Aquitaine;33;21;Le Nord-Libournais;38;48537;49438
75;Nouvelle-Aquitaine;33;22;Le Nord-Médoc;28;40957;41606
75;Nouvelle-Aquitaine;33;23;Pessac-1;3;54959;55749
75;Nouvelle-Aquitaine;33;24;Pessac-2;2;57646;58304
75;Nouvelle-Aquitaine;33;25;Les Portes du Médoc;5;60255;61389
75;Nouvelle-Aquitaine;33;26;La Presqu'île;9;52370;52924
75;Nouvelle-Aquitaine;33;27;Le Réolais et Les Bastides;89;45562;46438
75;Nouvelle-Aquitaine;33;28;Saint-Médard-en-Jalles;3;49069;49941
75;Nouvelle-Aquitaine;33;29;Le Sud-Gironde;50;40657;41714
75;Nouvelle-Aquitaine;33;30;Le Sud-Médoc;22;54661;55382
75;Nouvelle-Aquitaine;33;31;Talence;2;49398;50421
75;Nouvelle-Aquitaine;33;32;La Teste-de-Buch;2;37815;38451
75;Nouvelle-Aquitaine;33;33;Villenave-d'Ornon;2;58250;58743
76;Occitanie;34;01;Agde;5;50843;51545
76;Occitanie;34;02;Béziers-1;6;40844;41495
76;Occitanie;34;03;Béziers-2;3;42825;43426
76;Occitanie;34;04;Béziers-3;9;45371;46306
76;Occitanie;34;05;Cazouls-lès-Béziers;28;42285;43043
76;Occitanie;34;06;Clermont-l'Hérault;40;44788;45711
76;Occitanie;34;07;Le Crès;11;45002;45692
76;Occitanie;34;08;Frontignan;6;45278;45789
76;Occitanie;34;09;Gignac;28;39499;40201
76;Occitanie;34;10;Lattes;5;50807;51495
76;Occitanie;34;11;Lodève;54;36529;37390
76;Occitanie;34;12;Lunel;14;50496;51123
76;Occitanie;34;13;Mauguio;8;44542;45038
76;Occitanie;34;14;Mèze;18;41243;41907
76;Occitanie;34;20;Montpellier - Castelnau-le-Lez;5;62579;63809
76;Occitanie;34;15;Montpellier-1;2;53442;53899
76;Occitanie;34;16;Montpellier-2;1;54102;54575
76;Occitanie;34;17;Montpellier-3;1;52152;53140
76;Occitanie;34;18;Montpellier-4;1;62471;62911
76;Occitanie;34;19;Montpellier-5;1;51819;52412
76;Occitanie;34;21;Pézenas;15;36933;37814
76;Occitanie;34;22;Pignan;8;43321;43900
76;Occitanie;34;23;Saint-Gély-du-Fesc;20;43777;44883
76;Occitanie;34;24;Saint-Pons-de-Thomières;59;34586;35389
76;Occitanie;34;25;Sète;1;43686;44284
53;Bretagne;35;01;Antrain;24;37582;38236
53;Bretagne;35;02;Bain-de-Bretagne;20;32157;32760
53;Bretagne;35;03;Betton;6;49515;50894
53;Bretagne;35;04;Bruz;5;42930;43895
53;Bretagne;35;05;Châteaugiron;11;42050;42986
53;Bretagne;35;06;Combourg;24;33123;33896
53;Bretagne;35;07;Dol-de-Bretagne;31;44174;45348
53;Bretagne;35;08;Fougères-1;17;32523;33466
53;Bretagne;35;09;Fougères-2;18;32592;33316
53;Bretagne;35;10;La Guerche-de-Bretagne;31;41604;42660
53;Bretagne;35;11;Guichen;15;35095;35860
53;Bretagne;35;12;Janzé;10;40190;40941
53;Bretagne;35;13;Liffré;9;35655;36432
53;Bretagne;35;14;Melesse;15;36719;37461
53;Bretagne;35;15;Montauban-de-Bretagne;22;34171;35012
53;Bretagne;35;16;Montfort-sur-Meu;15;38156;38943
53;Bretagne;35;17;Redon;15;36140;37550
53;Bretagne;35;18;Rennes-1;1;40005;40769
53;Bretagne;35;19;Rennes-2;1;41847;42999
53;Bretagne;35;20;Rennes-3;2;43817;44335
53;Bretagne;35;21;Rennes-4;1;36339;36950
53;Bretagne;35;22;Rennes-5;2;45715;46631
53;Bretagne;35;23;Rennes-6;2;45821;46707
53;Bretagne;35;24;Le Rheu;9;43217;44126
53;Bretagne;35;25;Saint-Malo-1;5;44252;45567
53;Bretagne;35;26;Saint-Malo-2;8;44361;45697
53;Bretagne;35;27;Vitré;22;39478;40581
24;Centre-Val de Loire;36;01;Ardentes;12;17332;17894
24;Centre-Val de Loire;36;02;Argenton-sur-Creuse;20;17873;18326
24;Centre-Val de Loire;36;03;Le Blanc;27;18373;18866
24;Centre-Val de Loire;36;04;Buzançais;20;20527;21059
24;Centre-Val de Loire;36;05;Châteauroux-1;2;16842;17315
24;Centre-Val de Loire;36;06;Châteauroux-2;1;16321;16988
24;Centre-Val de Loire;36;07;Châteauroux-3;1;17838;18400
24;Centre-Val de Loire;36;08;La Châtre;34;15911;16266
24;Centre-Val de Loire;36;09;Issoudun;6;13932;14278
24;Centre-Val de Loire;36;10;Levroux;34;16802;17093
24;Centre-Val de Loire;36;11;Neuvy-Saint-Sépulchre;25;15189;15486
24;Centre-Val de Loire;36;12;Saint-Gaultier;34;16354;16681
24;Centre-Val de Loire;36;13;Valençay;28;17301;17686
24;Centre-Val de Loire;37;01;Amboise;14;27851;28524
24;Centre-Val de Loire;37;02;Ballan-Miré;7;25347;25713
24;Centre-Val de Loire;37;03;Bléré;17;26330;26829
24;Centre-Val de Loire;37;04;Château-Renault;35;38261;39002
24;Centre-Val de Loire;37;05;Chinon;27;35180;36074
24;Centre-Val de Loire;37;06;Descartes;38;24476;24957
24;Centre-Val de Loire;37;07;Joué-lès-Tours;1;38250;38661
24;Centre-Val de Loire;37;08;Langeais;29;35377;35922
24;Centre-Val de Loire;37;09;Loches;28;25116;26048
24;Centre-Val de Loire;37;10;Montlouis-sur-Loire;5;35142;35744
24;Centre-Val de Loire;37;11;Monts;10;37319;37995
24;Centre-Val de Loire;37;12;Saint-Cyr-sur-Loire;5;36391;37544
24;Centre-Val de Loire;37;14;Saint-Pierre-des-Corps;2;30734;31279
24;Centre-Val de Loire;37;13;Sainte-Maure-de-Touraine;43;26949;27385
24;Centre-Val de Loire;37;15;Tours-1;1;40105;41034
24;Centre-Val de Loire;37;16;Tours-2;1;32756;33239
24;Centre-Val de Loire;37;17;Tours-3;1;31208;32006
24;Centre-Val de Loire;37;18;Tours-4;1;32394;32951
24;Centre-Val de Loire;37;19;Vouvray;10;28574;29107
84;Auvergne-Rhône-Alpes;38;01;Bièvre;44;44786;45855
84;Auvergne-Rhône-Alpes;38;02;Bourgoin-Jallieu;14;53993;55237
84;Auvergne-Rhône-Alpes;38;03;Chartreuse-Guiers;23;35887;36660
84;Auvergne-Rhône-Alpes;38;04;Charvieu-Chavagneux;24;55920;56791
84;Auvergne-Rhône-Alpes;38;05;Échirolles;3;47585;47919
84;Auvergne-Rhône-Alpes;38;06;Fontaine-Seyssinet;4;39063;39603
84;Auvergne-Rhône-Alpes;38;07;Fontaine-Vercors;10;38332;39316
84;Auvergne-Rhône-Alpes;38;08;Le Grand-Lemps;30;36261;37045
84;Auvergne-Rhône-Alpes;38;09;Grenoble-1;1;45366;46209
84;Auvergne-Rhône-Alpes;38;10;Grenoble-2;8;46125;46704
84;Auvergne-Rhône-Alpes;38;11;Grenoble-3;1;48310;48998
84;Auvergne-Rhône-Alpes;38;12;Grenoble-4;1;44064;44519
84;Auvergne-Rhône-Alpes;38;13;Le Haut-Grésivaudan;24;43594;44628
84;Auvergne-Rhône-Alpes;38;14;L' Isle-d'Abeau;13;52260;53273
84;Auvergne-Rhône-Alpes;38;15;Matheysine-Trièves;70;29370;30177
84;Auvergne-Rhône-Alpes;38;16;Meylan;8;44454;45880
84;Auvergne-Rhône-Alpes;38;17;Morestel;23;38493;39333
84;Auvergne-Rhône-Alpes;38;18;Le Moyen Grésivaudan;15;44585;45911
84;Auvergne-Rhône-Alpes;38;19;Oisans-Romanche;30;32896;33607
84;Auvergne-Rhône-Alpes;38;20;Le Pont-de-Claix;12;46380;47049
84;Auvergne-Rhône-Alpes;38;21;Roussillon;27;47043;47808
84;Auvergne-Rhône-Alpes;38;22;Saint-Martin-d'Hères;4;48224;48619
84;Auvergne-Rhône-Alpes;38;23;Le Sud Grésivaudan;44;41122;42153
84;Auvergne-Rhône-Alpes;38;24;La Tour-du-Pin;17;37062;38074
84;Auvergne-Rhône-Alpes;38;25;Tullins;13;39136;39845
84;Auvergne-Rhône-Alpes;38;26;La Verpillière;16;46113;46867
84;Auvergne-Rhône-Alpes;38;27;Vienne-1;10;41927;42460
84;Auvergne-Rhône-Alpes;38;28;Vienne-2;18;48833;49834
84;Auvergne-Rhône-Alpes;38;29;Voiron;10;46379;48032
27;Bourgogne-Franche-Comté;39;01;Arbois;36;11838;12344
27;Bourgogne-Franche-Comté;39;02;Authume;46;13857;14250
27;Bourgogne-Franche-Comté;39;03;Bletterans;59;17259;17617
27;Bourgogne-Franche-Comté;39;04;Champagnole;32;16562;17275
27;Bourgogne-Franche-Comté;39;05;Dole-1;5;18523;19085
27;Bourgogne-Franche-Comté;39;06;Dole-2;7;17339;17951
27;Bourgogne-Franche-Comté;39;07;Lons-le-Saunier-1;9;14365;15238
27;Bourgogne-Franche-Comté;39;08;Lons-le-Saunier-2;12;14788;15378
27;Bourgogne-Franche-Comté;39;09;Moirans-en-Montagne;52;15148;15641
27;Bourgogne-Franche-Comté;39;10;Mont-sous-Vaudrey;39;16665;17273
27;Bourgogne-Franche-Comté;39;11;Morez;7;15745;16313
27;Bourgogne-Franche-Comté;39;12;Poligny;43;17597;18460
27;Bourgogne-Franche-Comté;39;13;Saint-Amour;35;13430;13893
27;Bourgogne-Franche-Comté;39;14;Saint-Claude;7;10848;11151
27;Bourgogne-Franche-Comté;39;15;Saint-Laurent-en-Grandvaux;67;16605;17088
27;Bourgogne-Franche-Comté;39;16;Saint-Lupicin;20;11042;11434
27;Bourgogne-Franche-Comté;39;17;Tavaux;29;18135;18483
75;Nouvelle-Aquitaine;40;01;Adour Armagnac;35;23772;24799
75;Nouvelle-Aquitaine;40;02;Chalosse Tursan;50;26045;26648
75;Nouvelle-Aquitaine;40;03;Côte d'Argent;16;24336;24850
75;Nouvelle-Aquitaine;40;04;Coteau de Chalosse;50;25740;26441
75;Nouvelle-Aquitaine;40;05;Dax-1;11;25413;26327
75;Nouvelle-Aquitaine;40;06;Dax-2;10;29919;31227
75;Nouvelle-Aquitaine;40;07;Grands Lacs;13;33777;34554
75;Nouvelle-Aquitaine;40;08;Haute Lande Armagnac;47;22415;23153
75;Nouvelle-Aquitaine;40;09;Marensin Sud;12;31280;31972
75;Nouvelle-Aquitaine;40;10;Mont-de-Marsan-1;10;25525;26642
75;Nouvelle-Aquitaine;40;11;Mont-de-Marsan-2;9;27991;29017
75;Nouvelle-Aquitaine;40;12;Orthe et Arrigans;24;23776;24443
75;Nouvelle-Aquitaine;40;13;Pays morcenais tarusate;23;27067;27620
75;Nouvelle-Aquitaine;40;14;Pays Tyrossais;11;35694;36670
75;Nouvelle-Aquitaine;40;15;Seignanx;8;27605;28239
24;Centre-Val de Loire;41;01;La Beauce;34;24611;25096
24;Centre-Val de Loire;41;02;Blois-1;1;20880;21072
24;Centre-Val de Loire;41;03;Blois-2;6;23387;24292
24;Centre-Val de Loire;41;04;Blois-3;11;20865;21851
24;Centre-Val de Loire;41;05;Chambord;23;25666;26150
24;Centre-Val de Loire;41;06;Montoire-sur-le-Loir;46;22062;22682
24;Centre-Val de Loire;41;07;Montrichard;14;21141;21676
24;Centre-Val de Loire;41;08;Onzain;21;20137;20699
24;Centre-Val de Loire;41;09;Le Perche;46;22916;23373
24;Centre-Val de Loire;41;10;Romorantin-Lanthenay;6;20077;20591
24;Centre-Val de Loire;41;11;Saint-Aignan;16;18877;19241
24;Centre-Val de Loire;41;12;Selles-sur-Cher;17;21349;21708
24;Centre-Val de Loire;41;13;La Sologne;14;22404;22816
24;Centre-Val de Loire;41;14;Vendôme;8;23621;24743
24;Centre-Val de Loire;41;15;Vineuil;8;22255;22845
84;Auvergne-Rhône-Alpes;42;01;Andrézieux-Bouthéon;15;44676;45433
84;Auvergne-Rhône-Alpes;42;02;Boën-sur-Lignon;51;29926;30717
84;Auvergne-Rhône-Alpes;42;03;Charlieu;31;29490;30463
84;Auvergne-Rhône-Alpes;42;04;Le Coteau;29;32985;33940
84;Auvergne-Rhône-Alpes;42;05;Feurs;33;38420;39338
84;Auvergne-Rhône-Alpes;42;06;Firminy;5;30783;31162
84;Auvergne-Rhône-Alpes;42;07;Montbrison;31;41400;42820
84;Auvergne-Rhône-Alpes;42;08;Le Pilat;35;35547;36478
84;Auvergne-Rhône-Alpes;42;09;Renaison;36;29708;30527
84;Auvergne-Rhône-Alpes;42;10;Rive-de-Gier;11;43815;44342
84;Auvergne-Rhône-Alpes;42;11;Roanne-1;2;29113;29824
84;Auvergne-Rhône-Alpes;42;12;Roanne-2;4;29405;30014
84;Auvergne-Rhône-Alpes;42;13;Saint-Chamond;2;39747;40258
84;Auvergne-Rhône-Alpes;42;14;Saint-Etienne-1;1;39783;40273
84;Auvergne-Rhône-Alpes;42;15;Saint-Etienne-2;3;36569;36888
84;Auvergne-Rhône-Alpes;42;16;Saint-Etienne-3;3;41780;42175
84;Auvergne-Rhône-Alpes;42;17;Saint-Etienne-4;2;36869;37332
84;Auvergne-Rhône-Alpes;42;18;Saint-Etienne-5;3;35191;35490
84;Auvergne-Rhône-Alpes;42;19;Saint-Etienne-6;1;39641;40255
84;Auvergne-Rhône-Alpes;42;20;Saint-Just-Saint-Rambert;18;44200;45103
84;Auvergne-Rhône-Alpes;42;21;Sorbiers;13;34393;35065
84;Auvergne-Rhône-Alpes;43;01;Aurec-sur-Loire;4;14768;14972
84;Auvergne-Rhône-Alpes;43;02;Bas-en-Basset;9;13081;13358
84;Auvergne-Rhône-Alpes;43;03;Boutières;12;12651;12905
84;Auvergne-Rhône-Alpes;43;04;Brioude;12;13344;14074
84;Auvergne-Rhône-Alpes;43;05;Les Deux Rivières et Vallées;5;13981;14222
84;Auvergne-Rhône-Alpes;43;06;Emblavez-et-Meygal;14;12678;12942
84;Auvergne-Rhône-Alpes;43;07;Gorges de l'Allier-Gévaudan;26;9354;9661
84;Auvergne-Rhône-Alpes;43;08;Mézenc;21;11292;11553
84;Auvergne-Rhône-Alpes;43;09;Monistrol-sur-Loire;4;13961;14529
84;Auvergne-Rhône-Alpes;43;10;Pays de Lafayette;41;9313;9548
84;Auvergne-Rhône-Alpes;43;11;Plateau du Haut-Velay granitique;26;9527;9739
84;Auvergne-Rhône-Alpes;43;12;Le Puy-en-Velay-1;4;12572;12978
84;Auvergne-Rhône-Alpes;43;13;Le Puy-en-Velay-2;6;13330;13767
84;Auvergne-Rhône-Alpes;43;14;Le Puy-en-Velay-3;4;11221;11737
84;Auvergne-Rhône-Alpes;43;15;Le Puy-en-Velay-4;3;11538;12101
84;Auvergne-Rhône-Alpes;43;16;Saint-Paulien;18;10180;10408
84;Auvergne-Rhône-Alpes;43;17;Sainte-Florine;21;11371;11621
84;Auvergne-Rhône-Alpes;43;18;Velay volcanique;23;10943;11293
84;Auvergne-Rhône-Alpes;43;19;Yssingeaux;7;12447;13026
52;Pays de la Loire;44;01;Ancenis;12;46126;47174
52;Pays de la Loire;44;02;La Baule-Escoublac;6;44757;45994
52;Pays de la Loire;44;03;Blain;14;53833;54806
52;Pays de la Loire;44;04;Carquefou;4;48761;49735
52;Pays de la Loire;44;05;La Chapelle-sur-Erdre;6;51998;53145
52;Pays de la Loire;44;06;Châteaubriant;19;33462;34453
52;Pays de la Loire;44;07;Clisson;12;40662;41870
52;Pays de la Loire;44;08;Guémené-Penfao;19;36459;37423
52;Pays de la Loire;44;09;Guérande;10;49459;50691
52;Pays de la Loire;44;10;Machecoul;13;40764;41522
52;Pays de la Loire;44;11;Nantes-1;1;43935;45026
52;Pays de la Loire;44;12;Nantes-2;1;41237;42065
52;Pays de la Loire;44;13;Nantes-3;1;51730;52414
52;Pays de la Loire;44;14;Nantes-4;1;38959;39653
52;Pays de la Loire;44;15;Nantes-5;1;42472;42911
52;Pays de la Loire;44;16;Nantes-6;1;47276;48012
52;Pays de la Loire;44;17;Nantes-7;1;48529;49203
52;Pays de la Loire;44;18;Nort-sur-Erdre;14;49572;50449
52;Pays de la Loire;44;19;Pontchâteau;13;48776;49697
52;Pays de la Loire;44;20;Pornic;8;38178;38986
52;Pays de la Loire;44;21;Rezé-1;6;41534;42216
52;Pays de la Loire;44;22;Rezé-2;1;37104;37798
52;Pays de la Loire;44;23;Saint-Brevin-les-Pins;9;47548;48732
52;Pays de la Loire;44;24;Saint-Herblain-1;4;57911;58838
52;Pays de la Loire;44;25;Saint-Herblain-2;2;49715;50681
52;Pays de la Loire;44;26;Saint-Nazaire-1;1;49216;50611
52;Pays de la Loire;44;27;Saint-Nazaire-2;6;50813;51496
52;Pays de la Loire;44;28;Saint-Philbert-de-Grand-Lieu;12;48903;49753
52;Pays de la Loire;44;29;Saint-Sébastien-sur-Loire;3;42309;43382
52;Pays de la Loire;44;30;Vallet;11;47805;48841
52;Pays de la Loire;44;31;Vertou;5;42699;43725
24;Centre-Val de Loire;45;01;Beaugency;13;25991;26563
24;Centre-Val de Loire;45;02;Châlette-sur-Loing;6;32332;33325
24;Centre-Val de Loire;45;03;Châteauneuf-sur-Loire;14;31751;32236
24;Centre-Val de Loire;45;04;Courtenay;41;37216;37844
24;Centre-Val de Loire;45;05;La Ferté-Saint-Aubin;8;30669;31217
24;Centre-Val de Loire;45;06;Fleury-les-Aubrais;7;33247;33768
24;Centre-Val de Loire;45;07;Gien;26;34489;35268
24;Centre-Val de Loire;45;08;Lorris;38;27555;28128
24;Centre-Val de Loire;45;09;Malesherbes;49;37061;37927
24;Centre-Val de Loire;45;10;Meung-sur-Loire;32;36076;36745
24;Centre-Val de Loire;45;11;Montargis;9;29908;30991
24;Centre-Val de Loire;45;12;Olivet;3;31163;31818
24;Centre-Val de Loire;45;13;Orléans-1;1;24647;24953
24;Centre-Val de Loire;45;14;Orléans-2;1;26497;27251
24;Centre-Val de Loire;45;15;Orléans-3;3;35107;35591
24;Centre-Val de Loire;45;16;Orléans-4;1;37159;38094
24;Centre-Val de Loire;45;17;Pithiviers;35;33054;33681
24;Centre-Val de Loire;45;18;Saint-Jean-de-Braye;7;39328;40317
24;Centre-Val de Loire;45;19;Saint-Jean-de-la-Ruelle;3;35934;36684
24;Centre-Val de Loire;45;20;Saint-Jean-le-Blanc;9;27639;28372
24;Centre-Val de Loire;45;21;Sully-sur-Loire;23;32022;32703
76;Occitanie;46;01;Cahors-1;3;11467;11805
76;Occitanie;46;02;Cahors-2;5;9826;10478
76;Occitanie;46;03;Cahors-3;6;11064;11412
76;Occitanie;46;04;Causse et Bouriane;31;10057;10242
76;Occitanie;46;05;Causse et Vallées;44;8857;9078
76;Occitanie;46;06;Cère et Ségala;17;10325;10583
76;Occitanie;46;07;Figeac-1;12;10521;11101
76;Occitanie;46;08;Figeac-2;14;10235;10641
76;Occitanie;46;09;Gourdon;18;11486;11808
76;Occitanie;46;10;Gramat;17;8400;8619
76;Occitanie;46;11;Lacapelle-Marival;32;8659;8921
76;Occitanie;46;12;Luzech;18;10156;10395
76;Occitanie;46;13;Marches du Sud-Quercy;25;11896;12186
76;Occitanie;46;14;Martel;16;10145;10400
76;Occitanie;46;15;Puy-l'Evêque;25;11368;11608
76;Occitanie;46;16;Saint-Céré;18;9609;9952
76;Occitanie;46;17;Souillac;18;9858;10375
75;Nouvelle-Aquitaine;47;01;Agen-1;4;16348;16770
75;Nouvelle-Aquitaine;47;02;Agen-2;3;13723;13971
75;Nouvelle-Aquitaine;47;03;Agen-3;1;16178;16675
75;Nouvelle-Aquitaine;47;04;Agen-4;2;18583;19059
75;Nouvelle-Aquitaine;47;05;L' Albret;22;16577;17280
75;Nouvelle-Aquitaine;47;06;Le Confluent;20;14413;14795
75;Nouvelle-Aquitaine;47;07;Les Coteaux de Guyenne;34;13318;13549
75;Nouvelle-Aquitaine;47;08;Les Forêts de Gascogne;32;15529;15775
75;Nouvelle-Aquitaine;47;09;Le Fumélois;19;17897;18283
75;Nouvelle-Aquitaine;47;10;Le Haut Agenais Périgord;33;13546;13842
75;Nouvelle-Aquitaine;47;11;Lavardac;20;13540;13888
75;Nouvelle-Aquitaine;47;12;Le Livradais;14;15445;15777
75;Nouvelle-Aquitaine;47;13;Marmande-1;10;18312;18876
75;Nouvelle-Aquitaine;47;14;Marmande-2;11;17999;18450
75;Nouvelle-Aquitaine;47;15;L' Ouest agenais;11;17354;17752
75;Nouvelle-Aquitaine;47;16;Le Pays de Serres;23;13548;13818
75;Nouvelle-Aquitaine;47;17;Le Sud-Est agenais;19;16818;17139
75;Nouvelle-Aquitaine;47;18;Tonneins;13;17993;18517
75;Nouvelle-Aquitaine;47;19;Le Val du Dropt;25;12627;12974
75;Nouvelle-Aquitaine;47;20;Villeneuve-sur-Lot-1;2;15521;15880
75;Nouvelle-Aquitaine;47;21;Villeneuve-sur-Lot-2;6;16701;17286
76;Occitanie;48;01;Aumont-Aubrac;25;6695;6945
76;Occitanie;48;02;La Canourgue;9;6539;6773
76;Occitanie;48;03;Chirac;12;6878;7100
76;Occitanie;48;04;Le Collet-de-Dèze;23;5068;5237
76;Occitanie;48;05;Florac;9;4820;5053
76;Occitanie;48;06;Grandrieu;20;5096;5238
76;Occitanie;48;07;Langogne;9;4652;4899
76;Occitanie;48;08;Marvejols;6;5810;6084
76;Occitanie;48;09;Mende-1;1;6289;6773
76;Occitanie;48;10;Mende-2;1;5938;6276
76;Occitanie;48;11;Saint-Alban-sur-Limagnole;17;6160;6319
76;Occitanie;48;12;Saint-Chély-d'Apcher;6;6164;6815
76;Occitanie;48;13;Saint-Etienne-du-Valdonnez;18;6411;6715
52;Pays de la Loire;49;01;Angers-1;1;43205;44102
52;Pays de la Loire;49;02;Angers-2;3;41726;42900
52;Pays de la Loire;49;03;Angers-3;8;41169;41798
52;Pays de la Loire;49;04;Angers-4;4;41003;42091
52;Pays de la Loire;49;05;Angers-5;7;40179;40814
52;Pays de la Loire;49;06;Angers-6;13;41432;42337
52;Pays de la Loire;49;07;Angers-7;6;44071;45064
52;Pays de la Loire;49;08;Beaufort-en-Vallée;6;33181;33927
52;Pays de la Loire;49;09;Beaupréau;3;41283;42352
52;Pays de la Loire;49;10;Chalonnes-sur-Loire;15;35752;36495
52;Pays de la Loire;49;11;Chemillé-Melay;7;36594;37499
52;Pays de la Loire;49;12;Cholet-1;1;42519;43913
52;Pays de la Loire;49;13;Cholet-2;20;44136;45383
52;Pays de la Loire;49;14;Doué-la-Fontaine;19;33705;34591
52;Pays de la Loire;49;15;Longué-Jumelles;17;30589;31155
52;Pays de la Loire;49;16;La Pommeraye;2;34372;35121
52;Pays de la Loire;49;17;Les Ponts-de-Cé;8;37539;38654
52;Pays de la Loire;49;18;Saint-Macaire-en-Mauges;6;40968;41951
52;Pays de la Loire;49;19;Saumur;12;36250;37491
52;Pays de la Loire;49;20;Segré;11;34506;35780
52;Pays de la Loire;49;21;Tiercé;21;41704;42438
28;Normandie;50;01;Agon-Coutainville;20;18415;18907
28;Normandie;50;02;Avranches;17;21301;22166
28;Normandie;50;03;Bréhal;29;21082;21644
28;Normandie;50;04;Bricquebec;28;18225;18648
28;Normandie;50;05;Carentan;21;21221;21602
28;Normandie;50;06;Cherbourg-Octeville-1;1;16721;17345
28;Normandie;50;07;Cherbourg-Octeville-2;1;16280;16795
28;Normandie;50;08;Cherbourg-Octeville-3;10;17253;17627
28;Normandie;50;09;Condé-sur-Vire;17;19818;20277
28;Normandie;50;10;Coutances;18;17629;19096
28;Normandie;50;11;Créances;20;16836;17207
28;Normandie;50;12;Équeurdreville-Hainneville;1;16392;16883
28;Normandie;50;13;Granville;4;20871;21811
28;Normandie;50;14;La Hague;2;16484;16933
28;Normandie;50;15;Isigny-le-Buat;28;17555;18188
28;Normandie;50;16;Le Mortainais;17;14527;15070
28;Normandie;50;17;Les Pieux;28;20964;21464
28;Normandie;50;18;Pont-Hébert;28;16460;17038
28;Normandie;50;19;Pontorson;21;17582;18028
28;Normandie;50;20;Quettreville-sur-Sienne;25;17586;17921
28;Normandie;50;21;Saint-Hilaire-du-Harcouët;15;19131;19944
28;Normandie;50;22;Saint-Lô-1;10;18966;20190
28;Normandie;50;23;Saint-Lô-2;11;21859;22423
28;Normandie;50;24;Tourlaville;4;19396;19982
28;Normandie;50;26;Val-de-Saire;29;17167;17528
28;Normandie;50;25;Valognes;31;20593;21261
28;Normandie;50;27;Villedieu-les-Poêles;27;15669;16005
44;Grand Est;51;01;Argonne Suippe et Vesle;79;22524;23499
44;Grand Est;51;02;Bourgogne;27;28292;28753
44;Grand Est;51;03;Châlons-en-Champagne-1;4;27017;27500
44;Grand Est;51;04;Châlons-en-Champagne-2;19;25325;26336
44;Grand Est;51;05;Châlons-en-Champagne-3;42;25132;25665
44;Grand Est;51;06;Dormans-Paysages de Champagne;72;24505;25043
44;Grand Est;51;07;Épernay-1;18;26169;26739
44;Grand Est;51;08;Épernay-2;18;25608;26219
44;Grand Est;51;09;Fismes-Montagne de Reims;53;26462;27007
44;Grand Est;51;10;Mourmelon-Vesle et Monts de Champagne;37;25253;25672
44;Grand Est;51;11;Reims-1;1;26413;27124
44;Grand Est;51;12;Reims-2;1;20147;20425
44;Grand Est;51;13;Reims-3;1;24059;24437
44;Grand Est;51;14;Reims-4;6;25250;25568
44;Grand Est;51;15;Reims-5;3;24554;24871
44;Grand Est;51;16;Reims-6;1;26396;26671
44;Grand Est;51;17;Reims-7;1;28668;29025
44;Grand Est;51;18;Reims-8;9;22724;23007
44;Grand Est;51;19;Reims-9;1;23132;23820
44;Grand Est;51;20;Sermaize-les-Bains;75;20708;21069
44;Grand Est;51;21;Sézanne-Brie et Champagne;61;22033;22475
44;Grand Est;51;22;Vertus-Plaine Champenoise;60;23021;23619
44;Grand Est;51;23;Vitry-le-François-Champagne et Der;35;24070;24583
44;Grand Est;52;01;Bologne;38;10482;10673
44;Grand Est;52;02;Bourbonne-les-Bains;36;8940;9158
44;Grand Est;52;03;Chalindrey;45;10805;11099
44;Grand Est;52;04;Châteauvillain;37;9005;9178
44;Grand Est;52;05;Chaumont-1;7;10710;11016
44;Grand Est;52;06;Chaumont-2;5;8391;8931
44;Grand Est;52;07;Chaumont-3;6;10094;10800
44;Grand Est;52;08;Eurville-Bienville;17;8898;9049
