0251223U,151,Ecole élémentaire Voivre / V. Hugo,Public,3,25230
0250993U,101,Ecole maternelle Voivre / V. Hugo,Public,3,25230
0250475F,101,Ecole maternelle,Public,3,25237
0251686X,151,Ecole élémentaire du Rondelot,Public,3,25237
0251719H,151,Ecole élémentaire,Public,3,25240
0251816N,380,Maison Familiale Rurale des Fins,Privé,3,25240
0251445K,101,Ecole maternelle Pierre Bichet,Public,3,25240
0250481M,151,Ecole primaire,Public,3,25243
0250484R,151,Ecole primaire,Public,3,25245
0251248W,151,Ecole primaire privée Saint Joseph,Privé,3,25248
0251064W,340,Collège privé Saint Joseph,Privé,3,25248
0251479X,320,Lycée agricole privé Saint-Joseph des Fontenelles,Privé,3,25248
0250490X,151,Ecole primaire,Public,3,25253
0251699L,151,Ecole primaire,Public,3,25254
0250497E,151,Ecole primaire,Public,3,25256
0251620A,101,Ecole maternelle,Public,3,25258
0251619Z,151,Ecole élémentaire au Clousey,Public,3,25258
0250018J,340,Collège Emile Laroue,Public,3,25259
0250504M,101,Ecole maternelle,Public,3,25259
0251333N,151,Ecole élémentaire Xavier Marmier,Public,3,25259
0250507R,101,Ecole maternelle,Public,3,25262
0250510U,151,Ecole primaire,Public,3,25265
0250512W,151,Ecole primaire,Public,3,25267
0250515Z,151,Ecole primaire,Public,3,25271
0250519D,151,Ecole primaire intercommunale,Public,3,25274
0251840P,151,Ecole maternelle,Public,3,25275
0250522G,151,Ecole primaire,Public,3,25278
0250524J,151,Ecole élémentaire,Public,3,25281
0250525K,151,Ecole élémentaire,Public,3,25282
0250536X,101,Ecole maternelle Pierre Curie,Public,3,25284
0250527M,151,Ecole élémentaire Frédéric Bataille,Public,3,25284
0250535W,101,Ecole maternelle Frédéric Bataille,Public,3,25284
0251508D,151,Ecole primaire Fort Lachaux,Public,3,25284
0251687Y,151,Ecole élémentaire Daniel Jeanney,Public,3,25284
0251621B,151,Ecole primaire,Public,3,25285
0250541C,151,Ecole élémentaire,Public,3,25287
0251534G,101,Ecole maternelle,Public,3,25287
0250543E,151,Ecole élémentaire,Public,3,25288
0250849M,151,Ecole primaire,Public,3,25293
0250548K,151,Ecole primaire,Public,3,25296
0250553R,151,Ecole élémentaire,Public,3,25299
0251250Y,151,Ecole primaire privée Sainte Marie,Privé,3,25301
0250555T,151,Ecole primaire,Public,3,25301
0251564P,151,Ecole primaire Bouloie,Public,3,25304
0250561Z,101,Ecole primaire Terre Blanche,Public,3,25304
0251375J,340,Collège des Quatre Terres,Public,3,25304
0250560Y,151,Ecole élémentaire Centre,Public,3,25304
0250566E,151,Ecole primaire,Public,3,25305
0251509E,101,Ecole maternelle René-Claude Robbe,Public,3,25307
0250569H,151,Ecole primaire,Public,3,25309
0250571K,151,Ecole primaire,Public,3,25311
0250574N,151,Ecole primaire,Public,3,25314
0250024R,340,Collège Paul-Elie Dubois,Public,3,25315
0250576R,151,Ecole élémentaire Henri Bourlier,Public,3,25315
0250575P,151,Ecole élémentaire Bernard Clavel,Public,3,25315
0251076J,101,Ecole maternelle Valérie PERDRIZET,Public,3,25315
0250580V,151,Groupe Scolaire,Public,3,25318
0251065X,340,Collège privé Sainte Jeanne-Antide,Privé,3,25320
0251251Z,151,Ecole primaire privée Sainte Jeanne Antide,Privé,3,25320
0250585A,151,Ecole primaire intercommunale des Deux Lacs,Public,3,25320
0251692D,151,Ecole élémentaire Centre,Public,3,25321
0250594K,101,Ecole maternelle Centre,Public,3,25321
0251447M,101,Ecole maternelle Genévriers,Public,3,25321
0250599R,151,Ecole primaire,Public,3,25325
0250600S,151,Ecole maternelle,Public,3,25326
0250602U,151,Ecole primaire,Public,3,25328
0250606Y,151,Ecole élémentaire,Public,3,25332
0250607Z,151,Ecole primaire,Public,3,25333
0251069B,340,Collège privé Saint Joseph,Privé,3,25334
0251252A,151,Ecole primaire privée Sainte Jeanne d'Arc,Privé,3,25334
0251448N,151,Ecole primaire Louis Pergaud,Public,3,25334
0251480Y,320,Lycée agricole privé Lasalle de Levier,Privé,3,25334
0250612E,151,Ecole primaire,Public,3,25336
0250621P,151,Ecole primaire,Public,3,25345
0251784D,151,Ecole primaire intercommunale,Public,3,25347
0250625U,151,Ecole primaire,Public,3,25349
0251511G,151,Ecole primaire,Public,3,25350
0250629Y,151,Ecole primaire intercommunale du Luhier,Public,3,25351
0251373G,340,Collège Mont Miroir,Public,3,25356
0250633C,151,Ecole élémentaire Louis Pasteur,Public,3,25356
0251053J,340,Collège privé Saint Joseph,Privé,3,25356
0251339V,101,Ecole maternelle Les Sapins Bleus,Public,3,25356
0251255D,151,Ecole primaire privée Saint Joseph,Privé,3,25356
0251488G,390,Section d'enseignement général et professionnel adapté du Collège Mont Miroir,Public,3,25356
0250636F,151,Ecole primaire,Public,3,25357
0250640K,151,Ecole primaire intercommunale Montperreux-Malbuisson,Public,3,25361
0251202W,300,Lycée d'enseignement général et technologique agricole de Mamirolle,Public,3,25364
0251664Y,101,Ecole maternelle Gilbert BRENET,Public,3,25364
0251700M,151,Ecole élémentaire Gilbert BRENET,Public,3,25364
0251321A,151,Ecole primaire privée,Privé,3,25367
0251324D,340,Collège Jean-Paul Guyot,Public,3,25367
0251340W,101,Ecole maternelle Bataille,Public,3,25367
0251811H,380,Maison Familiale Rurale de Mandeure,Privé,3,25367
0250647T,151,Ecole élémentaire Tilleuls,Public,3,25367
0250649V,101,Ecole maternelle Breuil,Public,3,25367
0251545U,151,Ecole élémentaire Centre,Public,3,25367
0250650W,151,Ecole primaire,Public,3,25368
0251558H,151,Ecole élémentaire Les Tilleuls,Public,3,25370
0251512H,101,Ecole maternelle,Public,3,25370
0250657D,151,Ecole primaire,Public,3,25374
0250659F,151,Ecole primaire,Public,3,25377
0250662J,151,Ecole élémentaire intercommunale du Mont d'Or,Public,3,25380
0250663K,151,Ecole élémentaire Monique Marmier,Public,3,25381
0251647E,101,Ecole maternelle,Public,3,25381
0250664L,151,Ecole primaire Camille Picard,Public,3,25382
0250670T,151,Ecole élémentaire,Public,3,25387
0251257F,101,Ecole primaire privée Sainte Thérèse,Privé,3,25387
0250030X,300,Lycée général et technologique Georges Cuvier,Public,3,25388
0250035C,340,Collège Guynemer,Public,3,25388
0251057N,340,Collège privé Saint Maimboeuf,Privé,3,25388
0251073F,101,Ecole maternelle Mont Chevis,Public,3,25388
0251423L,101,Ecole maternelle Claude Debussy,Public,3,25388
0251744K,101,Ecole maternelle Hugo Victor,Public,3,25388
0251752U,151,Ecole élémentaire Petit Chenois,Public,3,25388
0251994G,306,Lycée polyvalent Germaine Tillion,Public,3,25388
0250688M,101,Ecole maternelle Poilus,Public,3,25388
0250689N,101,Ecole maternelle Gambetta,Public,3,25388
0250693T,101,Ecole maternelle Citadelle,Public,3,25388
0251214J,390,Section d'enseignement général et professionnel adapté du Collège Lou Blazer,Public,3,25388
0251449P,101,Ecole maternelle Maurice Ravel,Public,3,25388
0251688Z,151,Ecole élémentaire Fossés,Public,3,25388
0251577D,101,Ecole maternelle Jean Zay,Public,3,25388
0251667B,151,Ecole élémentaire Prairie,Public,3,25388
0250067M,320,Lycée professionnel Les Huisselets - Lycée des métiers de la sécurité et de la prévention,Public,3,25388
0251553C,151,Ecole élémentaire André Boulloche,Public,3,25388
0251995H,334,Section d'enseignement professionnel du LPO Germaine Tillion,Public,3,25388
0251258G,151,Ecole primaire privée Saint Maimboeuf,Privé,3,25388
0250671U,151,Ecole primaire Jules Grosjean,Public,3,25388
0250690P,101,Ecole maternelle Combe aux Biches,Public,3,25388
0250692S,101,Ecole maternelle Parc,Public,3,25388
0250694U,101,Ecole maternelle rue de Belfort,Public,3,25388
0251074G,101,Ecole maternelle Petit Chenois,Public,3,25388
0251362V,101,Ecole maternelle Jean Moulin,Public,3,25388
0251666A,151,Ecole élémentaire Coteau Jouvent,Public,3,25388
0251970F,335,Section d'Enseignement Général et Technologique le Huisselets,Public,3,25388
0251395F,340,Collège Lou Blazer,Public,3,25388
0251649G,151,Ecole élémentaire Louis SOUVET,Public,3,25388
0251725P,151,Ecole élémentaire Citadelle,Public,3,25388
0251743J,151,Ecole élémentaire Hugo Victor,Public,3,25388
0251224V,151,Ecole primaire,Public,3,25393
0251382S,151,Ecole élémentaire,Public,3,25394
0251682T,101,Ecole maternelle,Public,3,25394
0250704E,151,Ecole primaire,Public,3,25395
0250706G,151,Ecole élémentaire Village,Public,3,25397
0250707H,151,Ecole primaire Gare,Public,3,25397
0251450R,101,Ecole maternelle sur la Seigne,Public,3,25403
0251451S,151,Ecole élémentaire Sur La Seigne,Public,3,25403
0250717U,151,Ecole primaire Intercommunale,Public,3,25406
0251729U,380,Maison Familiale Rurale de Morre,Privé,3,25410
0250719W,151,Ecole primaire,Public,3,25410
0250725C,101,Ecole maternelle Centre,Public,3,25411
0251305H,151,Ecole élémentaire Louis Pergaud,Public,3,25411
0251334P,151,Ecole élémentaire Centre,Public,3,25411
0251383T,101,Ecole maternelle Bois Soleil,Public,3,25411
0250726D,101,Ecole maternelle Louis Pergaud,Public,3,25411
0251259H,151,Ecole primaire privée Sainte Jeanne d'Arc,Privé,3,25411
0251393D,390,Section d'enseignement général et professionnel adapté du Collège Jean-Claude Bouquet,Public,3,25411
0251807D,334,Section d'enseignement professionnel Edgar Faure,Public,3,25411
0251067Z,340,Collège privé Sainte Jeanne d'Arc,Privé,3,25411
0251090Z,340,Collège Jean-Claude Bouquet - Val de Morteau,Public,3,25411
0251671F,306,"LPO Edgar Faure - Lycée des métiers de l'horlogerie, de la bijouterie et de la joaillerie",Public,3,25411
0251260J,151,Ecole primaire privée du Sacré-Coeur,Privé,3,25413
0250727E,151,Ecole primaire le Bois Joli,Public,3,25413
0250040H,340,Collège la Source,Public,3,25413
0250730H,151,Ecole primaire,Public,3,25416
0250731J,151,Ecole primaire,Public,3,25417
0251335R,151,Ecole primaire,Public,3,25418
0250737R,151,Ecole primaire des Premiers Sapins,Public,3,25424
0250741V,151,Ecole élémentaire,Public,3,25427
0250742W,151,Ecole élémentaire,Public,3,25428
0251198S,101,Ecole maternelle,Public,3,25428
0251646D,151,Ecole primaire,Public,3,25429
0251275A,151,Ecole primaire privée Nicolas Busson,Privé,3,25432
0251668C,101,Ecole maternelle,Public,3,25432
0250747B,151,Ecole élémentaire,Public,3,25432
0251054K,340,Collège privé Jean Bosco,Privé,3,25432
0251129S,340,Collège Pierre Vernier,Public,3,25434
0251876D,151,Ecole élémentaire,Public,3,25434
0251055L,340,Collège privé Sainte Marie - Saint Michel,Privé,3,25434
0251277C,151,Ecole primaire privée Sainte Marie Saint Michel,Privé,3,25434
0251877E,101,Ecole maternelle,Public,3,25434
0250755K,151,Ecole primaire,Public,3,25437
0250843F,151,Ecole Primaire,Public,3,25438
0250759P,151,Ecole primaire intercommunale,Public,3,25440
0250760R,151,Ecole primaire intercommunale,Public,3,25442
0250762T,101,Ecole maternelle,Public,3,25446
0250763U,151,Ecole élémentaire,Public,3,25447
0250764V,151,Ecole primaire,Public,3,25448
0250767Y,101,Ecole maternelle intercommunale,Public,3,25452
0251315U,340,Collège Louis Pergaud,Public,3,25453
0251100K,101,Ecole maternelle,Public,3,25453
0251543S,151,Ecole élémentaire,Public,3,25453
0251500V,380,Maison Familiale Rurale de Pierrefont,Privé,3,25453
0250770B,151,Ecole élémentaire Saint-Exupéry,Public,3,25454
0251063V,340,Collège privé François Cartannaz,Privé,3,25454
0251278D,151,Ecole primaire privée François Cartannaz,Privé,3,25454
0251738D,101,Ecole maternelle,Public,3,25454
0250772D,151,Ecole élémentaire,Public,3,25456
0251727S,380,Maison Familiale Rurale de Pontarlier,Privé,3,25462
0250790Y,101,Ecole maternelle Joliot-Curie,Public,3,25462
0250792A,101,Ecole maternelle Pareuses,Public,3,25462
0251024C,300,Lycée général et technologique privé Les Augustins,Privé,3,25462
0251561L,151,Ecole élémentaire Henri Cordier,Public,3,25462
0251677M,340,Collège André Malraux,Public,3,25462
0251808E,334,Section d'enseignement professionnel Xavier Marmier,Public,3,25462
0250779L,151,Ecole élémentaire Cyril Clerc,Public,3,25462
0250789X,101,Ecole maternelle Henri Cordier,Public,3,25462
0250795D,101,Ecole maternelle Vauthier,Public,3,25462
0251481Z,320,Lycée agricole privé Jeanne d'Arc de Pontarlier,Privé,3,25462
0251518P,151,Ecole primaire privée Saint Joseph,Privé,3,25462
0251306J,151,Ecole élémentaire Vauthier,Public,3,25462
0250783R,151,Ecole élémentaire Joliot-Curie,Public,3,25462
0250794C,101,Ecole maternelle Vannolles,Public,3,25462
0251098H,101,Ecole maternelle Raymond Faivre,Public,3,25462
0251112Y,320,Lycée professionnel privé Saint Bénigne,Privé,3,25462
0251349F,320,Lycée professionnel Toussaint Louverture,Public,3,25462
0251590T,340,Collège privé Les Augustins,Privé,3,25462
0250043L,306,Lycée polyvalent Xavier Marmier,Public,3,25462
0251225W,151,Ecole primaire Louis Pergaud,Public,3,25462
0251546V,151,Ecole primaire Charles Péguy,Public,3,25462
0251524W,340,Collège Philippe Grenier,Public,3,25462
0250796E,151,Ecole élémentaire mixte 1,Public,3,25463
0250798G,101,Ecole maternelle Louis Pergaud,Public,3,25463
0250047R,340,Collège Olympe de Gouges,Public,3,25463
0250800J,101,Ecole maternelle Lilas,Public,3,25463
0251389Z,151,Ecole élémentaire Vermondans,Public,3,25463
0250797F,151,Ecole élémentaire Château Herr,Public,3,25463
0251632N,151,Ecole élémentaire,Public,3,25465
0251336S,151,Groupe scolaire de la Lanterne,Public,3,25467
0251673H,340,Collège Georges Pompidou,Public,3,25467
0250806R,151,Ecole primaire,Public,3,25468
0250807S,151,Ecole primaire,Public,3,25469
0250813Y,151,Ecole primaire Charles Belle,Public,3,25475
0250049T,340,Collège Félix Gaffiot,Public,3,25475
0250817C,151,Ecole primaire,Public,3,25479
0251839N,151,Ecole primaire E. Vagneux,Public,3,25482
0250821G,151,Ecole élémentaire,Public,3,25485
0250313E,151,Ecole primaire,Public,3,25486
0251226X,151,Ecole élémentaire intercommunale Vallée du Drugeon,Public,3,25493
0250829R,151,Ecole primaire,Public,3,25494
0251515L,101,Ecole maternelle,Public,3,25495
0251516M,151,Ecole élémentaire,Public,3,25495
0251782B,151,Ecole élémentaire intercommunale,Public,3,25497
0251781A,101,Ecole maternelle intercommunale,Public,3,25497
0250834W,151,Ecole élémentaire,Public,3,25502
0250835X,151,Ecole élémentaire,Public,3,25503
0251227Y,151,Ecole élémentaire du Breuil,Public,3,25505
0251426P,101,Ecole maternelle,Public,3,25505
0250050U,340,Collège Les Villanelles,Public,3,25505
0251669D,101,Ecole maternelle,Public,3,25508
0250051V,340,Collège Aigremont,Public,3,25508
0251228Z,151,Ecole élémentaire H. Lamarche,Public,3,25508
0251058P,340,Collège privé Immaculée-Conception,Privé,3,25512
0251281G,151,Ecole primaire privée de L'Immaculée-Conception,Privé,3,25512
0251229A,151,Ecole primaire Les Gentianes,Public,3,25512
0250052W,340,Collège René Perrot,Public,3,25512
0250852R,151,Ecole primaire,Public,3,25518
0251231C,151,Ecole élémentaire,Public,3,25519
0251363W,101,Ecole maternelle,Public,3,25519
0250855U,151,Ecole élémentaire,Public,3,25520
0250858X,151,Ecole primaire,Public,3,25523
0250859Y,151,Ecole primaire,Public,3,25524
0251387X,151,Ecole primaire les Feunus,Public,3,25526
0250863C,151,Ecole primaire Jouffroy d'Abbans,Public,3,25527
0251394E,340,Collège Jean Jaurès,Public,3,25527
0251452T,151,Ecole primaire Roussey René,Public,3,25527
0251392C,151,Ecole primaire Claude Nicolas Ledoux,Public,3,25527
0251487F,390,Section d'enseignement général et professionnel adapté du Collège Jean Jaurès,Public,3,25527
0251061T,340,Collège privé Sainte Jeanne-Antide,Privé,3,25529
0250055Z,340,Collège Henri Fertet,Public,3,25529
0251230B,151,Ecole primaire,Public,3,25529
0251099J,101,Ecole maternelle,Public,3,25532
0251376K,340,Collège Entre Deux Velles,Public,3,25532
0251337T,151,Ecole élémentaire,Public,3,25532
0250876S,151,Ecole élémentaire Marcel Levin,Public,3,25539
0251388Y,151,Ecole primaire Berne,Public,3,25539
0250877T,151,Ecole élémentaire Louise Michel,Public,3,25539
0251523V,320,Ecole secondaire professionnelle privée du FC Sochaux,Privé,3,25539
0250878U,101,Ecole maternelle Mognetti,Public,3,25539
0251397H,340,Collège Les Hautes Vignes,Public,3,25539
0250882Y,151,Ecole primaire,Public,3,25542
0251396G,390,Section d'enseignement général et professionnel adapté du Collège Jouffroy d'Abbans,Public,3,25547
0251689A,151,Ecole élémentaire Chênes,Public,3,25547
0250056A,340,Collège Jouffroy d'Abbans,Public,3,25547
0250885B,151,Ecole élémentaire Simone Veil,Public,3,25547
0250889F,101,Ecole maternelle Centre,Public,3,25547
0250890G,101,Ecole maternelle Chênes,Public,3,25547
0250892J,151,Ecole primaire,Public,3,25549
0250896N,151,Ecole élémentaire,Public,3,25552
0250899S,151,Ecole primaire,Public,3,25555
0250901U,151,Ecole intercommunale du Plateau de Tarcenay,Public,3,25558
0251576C,151,Ecole élémentaire,Public,3,25560
0251453U,101,Ecole maternelle,Public,3,25560
0250905Y,151,Ecole élémentaire,Public,3,25561
0250906Z,151,Ecole primaire,Public,3,25564
0251854E,151,Ecole intercommunale de la Bussière,Public,3,25566
0250909C,151,Ecole primaire intercommunale,Public,3,25571
0250912F,151,Ecole primaire,Public,3,25575
0251430U,101,Ecole maternelle Monnet-Prévert,Public,3,25578
0250914H,151,Ecole élémentaire Lavoisier,Public,3,25578
0251429T,151,Ecole élémentaire Saint-Exupéry,Public,3,25578
0251372F,340,Collège Edgar Faure,Public,3,25578
0251428S,101,Ecole maternelle Lavoisier,Public,3,25578
0251957S,101,Ecole maternelle Oehmichen,Public,3,25580
0251575B,101,Ecole maternelle Bruyères,Public,3,25580
0251599C,340,Collège Les Bruyères,Public,3,25580
0250058C,300,Lycée général et technologique Armand Peugeot,Public,3,25580
0250920P,151,Ecole élémentaire Pezole,Public,3,25580
0250925V,101,Ecole maternelle Pezole,Public,3,25580
0250926W,101,Ecole maternelle Pierre Donzelot,Public,3,25580
0251670E,151,Ecole élémentaire Sous Roches,Public,3,25580
0251364X,101,Ecole maternelle Louis Pergaud,Public,3,25580
0251751T,151,Ecole élémentaire Pierre Donzelot,Public,3,25580
0251338U,151,Ecole élémentaire Chardonnerets,Public,3,25580
0251993F,315,Micro lycée Armand Peugeot,Public,3,25580
0250929Z,151,Ecole élémentaire,Public,3,25583
0251365Y,151,Ecole primaire,Public,3,25586
0251843T,151,Ecole élémentaire,Public,3,25591
0250937H,151,Ecole primaire intercommunale de la Haute-Joux,Public,3,25592
0251819S,151,Ecole primaire intercommunale,Public,3,25597
0250946T,151,Ecole élémentaire,Public,3,25601
0251062U,340,Collège privé Sacré-Coeur,Privé,3,25601
0251284K,151,Ecole primaire privée du Sacré-Coeur,Privé,3,25601
0251648F,101,Ecole maternelle,Public,3,25601
0251773S,380,Maison Familiale Rurale de Vercel,Privé,3,25601
0251286M,151,Ecole primaire privée Saint Louis,Privé,3,25605
0250955C,151,Ecole primaire,Public,3,25609
0250957E,151,Ecole primaire intercommunale,Public,3,25612
0251691C,151,Ecole élémentaire Jean Moulin,Public,3,25614
0250961J,101,Ecole maternelle Jean Moulin,Public,3,25614
0250962K,151,Ecole primaire intercommunale,Public,3,25615
0250964M,151,Ecole primaire,Public,3,25617
0250970U,151,Ecole élémentaire,Public,3,25621
0251391B,151,Ecole primaire intercommunale des 3 villages,Public,3,25622
0250973X,101,Ecole maternelle,Public,3,25626
0250974Y,101,Ecole primaire,Public,3,25627
0250333B,151,Ecole primaire,Public,3,25631
0251325E,390,Section d'enseignement général et professionnel adapté du Collège Jean-Jacques Rousseau,Public,3,25632
0251760C,151,Ecole élémentaire,Public,3,25632
0250981F,101,Ecole maternelle Myosotis,Public,3,25632
0251130T,340,Collège Jean-Jacques Rousseau,Public,3,25632
0250982G,151,Ecole primaire,Public,3,25633
0250984J,151,Ecole primaire,Public,3,25634
0251841R,101,Ecole maternelle,Public,3,25635
0260528H,151,Ecole primaire Aix en Diois,Public,8,26001
0260529J,151,Ecole primaire Louise Michel,Public,8,26002
0260531L,151,Ecole primaire,Public,8,26002
0261192E,101,Ecole maternelle,Public,8,26004
0260532M,151,Ecole primaire Albert Merle,Public,8,26004
0260536S,151,Ecole primaire Allan,Public,8,26005
0260537T,151,Ecole primaire Allex,Public,8,26006
0261550U,302,ECG Ensemble Scolaire de l'Archipel,Privé,8,26006
0260824E,151,Ecole primaire privée Saint-Maurice,Privé,8,26006
0261015M,151,Ecole Robert Desnos,Public,8,26008
0261185X,101,Ecole maternelle Jacques Prévert,Public,8,26008
0260543Z,151,Ecole primaire Andancette,Public,8,26009
0260544A,151,Ecole primaire Creux de la Thine,Public,8,26009
0261097B,380,Maison Familiale Rurale d'Anneyron,Privé,8,26010
0261283D,151,Ecole Paul Eluard,Public,8,26010
0260597H,101,Ecole maternelle publique Le Petit Prince,Public,8,26010
0261532Z,151,L'ECOLE BUISSONNANTE,Privé,8,26010
0260980Z,101,Ecole maternelle Jules Ferry,Public,8,26011
0260984D,151,Ecole publique Jules Ferry,Public,8,26011
0260555M,151,Ecole primaire Aubres,Public,8,26016
0260556N,151,Ecole primaire Aurel,Public,8,26019
0260336Z,151,Ecole publique la Répara Auriples,Public,8,26020
0260558R,151,Ecole primaire  Autichamp,Public,8,26021
0260559S,151,Ecole primaire Barbières,Public,8,26023
0260563W,151,Ecole primaire Barsac,Public,8,26027
0260889A,151,Ecole publique La Batie Rolland,Public,8,26031
0260568B,151,Ecole primaire La Baume Cornillane,Public,8,26032
0260569C,151,Ecole La Baume de Transit,Public,8,26033
0260567A,151,Ecole primaire Victor Boiron,Public,8,26034
0260570D,151,Ecole Louis Simond,Public,8,26035
0261116X,101,Ecole maternelle,Public,8,26037
0261201P,151,Ecole primaire Mendès France,Public,8,26037
0261528V,340,Collège Marcelle Rivier,Public,8,26037
0260572F,151,Ecole Beaumont Monteux,Public,8,26038
0260826G,151,Ecole primaire privée Saint-Joseph,Privé,8,26038
0260576K,151,Ecole Beauregard Baret village,Public,8,26039
0260577L,151,Ecole  Meymans,Public,8,26039
0261312K,151,Ecole Beausemblant,Public,8,26041
0260581R,151,Ecole  Beauvallon,Public,8,26042
0260994P,101,Ecole maternelle,Public,8,26042
0260584U,151,Ecole Frédéric PARADIS,Public,8,26045
0261227T,151,Ecole Bellegarde en Diois,Public,8,26047
0260590A,151,Ecole élémentaire publique,Public,8,26049
0260593D,151,Ecole Bonlieu sur Roubion,Public,8,26052
0260595F,151,Ecole Bouchet,Public,8,26054
0260119N,151,Ecole publique Boulc,Public,8,26055
0260808M,151,Ecole primaire Louis Faucon,Public,8,26056
0260090G,340,Collège privé les Maristes,Privé,8,26057
0260598J,101,Ecole maternelle République,Public,8,26057
0260599K,101,Ecole maternelle Pierre et Marie Curie,Public,8,26057
0260829K,151,Ecole  privée Les Maristes,Privé,8,26057
0260001K,340,Collège de L'Europe,Public,8,26057
0260123T,151,Ecole publique Louis Pasteur,Public,8,26057
0261016N,101,Ecole primaire Marcel Pagnol,Public,8,26057
0261357J,380,Maison Familiale Rurale de Bourg-de-Péage,Privé,8,26057
0260122S,151,Ecole publique Jean Moulin,Public,8,26057
0260772Y,151,Ecole primaire Pierre et Marie Curie,Public,8,26057
0260795Y,151,Ecole primaire Germain Fraisse,Public,8,26058
0260954W,151,Ecole publique Moulin d'Albon,Public,8,26058
0261551V,151,Ecole franco-arménienne Kevork Arabian,Privé,8,26058
0261014L,151,Ecole publique Gilbert Pestre,Public,8,26058
0261277X,300,Lycée général et technologique Les trois sources,Public,8,26058
0260601M,101,Ecole maternelle Barthelon,Public,8,26058
0260858S,151,Ecole primaire publique Jean Moulin,Public,8,26058
0260936B,101,Ecole maternelle Jean Moulin,Public,8,26058
0260948P,390,Section d'enseignement général et professionnel adapté du Collège Gérard Gaud,Public,8,26058
0260952U,151,Ecole publique Armailler,Public,8,26058
0260985E,151,Ecole publique Emile Barthelon,Public,8,26058
0261207W,151,Ecole primaire Jacques Reynaud,Public,8,26058
0261336L,151,Ecole primaire privée Sainte Thérèse,Privé,8,26058
0260600L,101,Ecole maternelle Chony,Public,8,26058
0260765R,300,Lycée d'enseignement général et technologique agricole de Bourg-les-Valence,Public,8,26058
0260779F,101,Ecole maternelle Moulin d'Albon,Public,8,26058
0260891C,101,Ecole maternelle Germain Fraisse,Public,8,26058
0260766S,340,Collège Gérard Gaud,Public,8,26058
0260951T,101,Ecole maternelle Armailler,Public,8,26058
0261128K,151,Ecole primaire Robert Monnet,Public,8,26058
0261129L,101,Ecole maternelle Robert Monnet,Public,8,26058
0261379H,151,Ecole Bren,Public,8,26061
0260002L,340,Collège Henri Barbusse,Public,8,26063
0260141M,151,Ecole publique Buis les Baronnies,Public,8,26063
0260603P,101,Ecole maternelle,Public,8,26063
0260092J,340,Collège privé François Gondin,Privé,8,26064
0260003M,340,Collège Marc Seignobos,Public,8,26064
0260146T,151,Ecole publique Jérôme Cavalli,Public,8,26064
0260604R,101,Ecole maternelle Françoise Dolto,Public,8,26064
0260897J,151,Ecole privée François Gondin,Privé,8,26064
0260143P,151,Ecole publique Gustave André,Public,8,26064
0260147U,151,Ecole publique Gustave André,Public,8,26065
0260150X,151,Ecole publique Chamaret,Public,8,26070
0260151Y,151,Ecole publique des collines Maurice Alloncle,Public,8,26071
0260157E,151,Ecole publique Chantemerle les Blés,Public,8,26072
0260004N,340,Collège Sport nature,Public,8,26074
0260160H,151,Ecole publique la Chapelle en Vercors,Public,8,26074
0260899L,151,Ecole privée Notre-Dame de La Garde,Privé,8,26077
0260163L,151,Ecole publique Charmes sur l'Herbasse,Public,8,26077
0260165N,151,Ecole publique Charols,Public,8,26078
0260166P,151,Ecole publique Saint Didier,Public,8,26079
0260164M,151,Ecole publique Charpey,Public,8,26079
0260167R,101,Ecole maternelle le village,Public,8,26081
0260169T,151,Ecole publique Chateauneuf de Galaure,Public,8,26083
0261134S,340,Collège privé Saint Bonnet,Privé,8,26083
0260900M,151,ECOLE PRIVEE NOTRE DAME DE LA PLAINE,Privé,8,26083
0261133R,340,Collège privé Chateauneuf,Privé,8,26083
0260063C,302,Lycée général privé Notre Dame de la Galaure,Privé,8,26083
0261067U,320,Lycée agricole privé de Châteauneuf-de-Galaure,Privé,8,26083
0260172W,151,Ecole publique Bonlieu,Public,8,26084
0261003Z,101,Ecole maternelle Le Chatelard,Public,8,26084
0261143B,151,Ecole publique Le châtelard,Public,8,26084
0261098C,380,Maison Familiale Rurale de Châteauneuf,Privé,8,26084
0261216F,101,Ecole maternelle,Public,8,26085
0261215E,151,Ecole élémentaire Marguerite Soubeyran,Public,8,26085
0260180E,151,Ecole publique  Chatillon en Diois,Public,8,26086
0261248R,101,Ecole maternelle Etienne Jean Lapassat,Public,8,26087
0260182G,151,Ecole publique Chatillon St Jean,Public,8,26087
0260183H,151,Ecole publique Les monts du matin,Public,8,26088
0261130M,151,Ecole primaire M. Antoine et Rosalie Jullien,Public,8,26088
0261159U,101,Ecole maternelle Simone Veil,Public,8,26088
0260190R,151,Ecole publique Chavannes,Public,8,26092
0260904S,151,Ecole  privée Saint Sébastien,Privé,8,26094
0260193U,151,Ecole publique Claveyson,Public,8,26094
0260005P,340,Collège Olivier de Serres,Public,8,26095
0260194V,151,Ecole publique Cléon d'Andran,Public,8,26095
0260992M,151,Ecole publique Georges Brassens,Public,8,26096
0260905T,151,Ecole  privée Le Sacré-Coeur,Privé,8,26096
0261184W,101,Ecole maternelle Georges  Brassens,Public,8,26096
0261541J,151,ECOLE ELEMENTAIRE PRIVEE,Privé,8,26096
0260198Z,151,Ecole publique Cliousclat,Public,8,26097
0260199A,151,Ecole publique Cobonne,Public,8,26098
0260200B,151,Ecole publique Colonzelle,Public,8,26099
