numero_uai,name_entity,Secteur,id_type,code_academy,id_town
0600117B,Ecole élémentaire,Public,151,20,60253
0600809D,Ecole maternelle,Public,101,20,60254
0600789G,Ecole élémentaire,Public,151,20,60255
0600216J,Ecole primaire,Public,151,20,60256
0600126L,Ecole élémentaire,Public,151,20,60256
0600139A,Ecole élémentaire,Public,151,20,60257
0601046L,Ecole primaire,Public,151,20,60259
0600312N,Ecole élémentaire,Public,151,20,60260
0600991B,Ecole maternelle,Public,101,20,60261
0600600B,Ecole élémentaire,Public,151,20,60262
0600790H,Ecole élémentaire,Public,151,20,60263
0600078J,Ecole primaire Georges Lagrénée,Public,151,20,60264
0602010J,Ecole primaire le Moustier,Public,151,20,60265
0601176C,Collège Gérard Philipe,Public,340,20,60265
0601088G,Ecole maternelle,Public,101,20,60268
0601399V,Ecole primaire privée Immaculée Conception,Privé,151,20,60269
0601020H,Ecole primaire,Public,151,20,60270
0600313P,Ecole élémentaire,Public,151,20,60272
0600936S,Ecole élémentaire,Public,151,20,60273
0602181V,Ecole primaire,Public,151,20,60274
0600340U,Ecole primaire de l'Avelon,Public,151,20,60277
0600791J,Ecole élémentaire,Public,151,20,60278
0600937T,Ecole élémentaire,Public,151,20,60281
0601613C,Lycée agricole privé Association de formation et d'action sociale des écuries de courses de Gouvieux,Privé,320,20,60282
0601384D,Ecole primaire privée sainte geneviève,Privé,151,20,60282
0600419E,Ecole maternelle G. Pompidou,Public,101,20,60282
0601192V,Collège Sonia Delaunay,Public,340,20,60282
0601317F,Section d'enseignement général et professionnel adapté du Collège Les Tertres,Public,390,20,60282
0600657N,Ecole élémentaire du Centre,Public,151,20,60282
0600660S,Ecole primaire de Chaumont,Public,151,20,60282
0601452C,Ecole maternelle les Tertres,Public,101,20,60282
0601567C,Ecole primaire du Manoir des Aigles,Public,151,20,60282
0600658P,Ecole élémentaire Marcel Pagnol,Public,151,20,60282
0601956A,Ecole primaire Grp Scol. les Zocqs,Public,151,20,60284
0601089H,Ecole maternelle,Public,101,20,60285
0601897L,Lycée professionnel Jules Verne - Lycée des métiers du génie électrique et des services à la personne,Public,320,20,60286
0600030G,Collège Ferdinand Buisson,Public,340,20,60286
0601899N,Ecole primaire Louis Warabiot,Public,151,20,60286
0601021J,Ecole élémentaire,Public,151,20,60287
0600907K,Ecole primaire,Public,151,20,60288
0600376H,Ecole élémentaire,Public,151,20,60289
0602004C,Collège Constant Bourgeois,Public,340,20,60291
0601350S,Ecole primaire,Public,151,20,60291
0600140B,Ecole élémentaire,Public,151,20,60293
0600383R,Ecole élémentaire,Public,151,20,60295
0600910N,Ecole élémentaire,Public,151,20,60296
0600908L,Ecole primaire,Public,151,20,60298
0600854C,Ecole élémentaire,Public,151,20,60299
0600525V,Ecole primaire,Public,151,20,60302
0600374F,Ecole primaire,Public,151,20,60303
0600408T,Ecole élémentaire,Public,151,20,60304
0600253Z,Ecole maternelle,Public,101,20,60305
0600550X,Ecole primaire,Public,151,20,60307
0600813H,Ecole élémentaire,Public,151,20,60308
0600218L,Ecole primaire,Public,151,20,60309
0600339T,Ecole primaire,Public,151,20,60310
0600286K,Ecole élémentaire,Public,151,20,60311
0600445H,Ecole maternelle Louis Aragon,Public,101,20,60313
0600879E,Ecole élémentaire Edmond Leveille,Public,151,20,60313
0600880F,Ecole élémentaire Elsa Triolet,Public,151,20,60313
0600407S,Ecole primaire,Public,151,20,60314
0600551Y,Ecole élémentaire,Public,151,20,60317
0600814J,Ecole maternelle,Public,101,20,60318
0600079K,Ecole primaire,Public,151,20,60319
0600176R,Ecole primaire,Public,151,20,60320
0600219M,Ecole primaire,Public,151,20,60321
0600723K,Ecole primaire,Public,151,20,60323
0600254A,Ecole primaire,Public,151,20,60324
0602152N,Ecole primaire privée hors contrat du Hêtre Bienveillant,Privé,151,20,60325
0601351T,Ecole primaire,Public,151,20,60325
0602168F,Collège DU HÊTRE BIENVEILLANT,Privé,340,20,60325
0600815K,Ecole primaire,Public,151,20,60326
0600082N,Ecole primaire,Public,151,20,60327
0600524U,Ecole élémentaire Camille Pissarro,Public,151,20,60328
0600881G,Ecole primaire,Public,151,20,60330
0600569T,Ecole élémentaire,Public,151,20,60332
0600570U,Ecole primaire Georges Blin,Public,151,20,60332
0600237G,Ecole élémentaire,Public,151,20,60333
0601651U,Ecole primaire Auguste Delaherche,Public,151,20,60333
0600883J,Ecole primaire Christophe Colomb,Public,151,20,60334
0600118C,Ecole maternelle,Public,101,20,60336
0600816L,Ecole primaire,Public,151,20,60337
0601621L,Ecole maternelle Jacques Bontemps,Public,101,20,60338
0600727P,Ecole élémentaire Jacques Bontemps,Public,151,20,60338
0600726N,Ecole élémentaire Desire Letolle,Public,151,20,60338
0601937E,Collège Jules Verne,Public,340,20,60338
0600480W,Ecole maternelle Pierrette Abeille,Public,101,20,60338
0600527X,Ecole élémentaire,Public,151,20,60339
0600633M,Ecole primaire,Public,151,20,60340
0601528K,Ecole maternelle,Public,101,20,60341
0600992C,Ecole élémentaire Jean Daudre,Public,151,20,60341
0600573X,Ecole élémentaire,Public,151,20,60342
0601312A,Ecole maternelle Sailleville,Public,101,20,60342
0600425L,Ecole maternelle,Public,101,20,60342
0601803J,Ecole élémentaire  Georges Brassens,Public,151,20,60342
0601740R,Ecole primaire l'Aunois,Public,151,20,60342
0600238H,Ecole primaire,Public,151,20,60343
0600189E,Ecole élémentaire,Public,151,20,60344
0600695E,Ecole élémentaire,Public,151,20,60345
0600420F,Ecole maternelle du Champs Vert,Public,101,20,60346
0602013M,Ecole élémentaire Groupe Nord,Public,151,20,60346
0601872J,Collège Françoise Dolto,Public,340,20,60346
0601565A,Ecole élémentaire Saint-Exupéry,Public,151,20,60346
0601638E,Ecole maternelle Saint-Exupéry,Public,101,20,60346
0601022K,Ecole élémentaire,Public,151,20,60348
0601304S,Ecole élémentaire,Public,151,20,60350
0601970R,Collège Abel Lefranc,Public,340,20,60350
0601917H,Ecole maternelle,Public,101,20,60350
0600373E,Ecole primaire,Public,151,20,60353
0601305T,Ecole primaire,Public,151,20,60355
0600142D,Ecole élémentaire,Public,151,20,60356
0600177S,Ecole primaire G. Camus,Public,151,20,60358
0600032J,Collège La Rochefoucauld,Public,340,20,60360
0601541Z,Ecole maternelle Jean de la Fontaine,Public,101,20,60360
0600424K,Ecole maternelle Albert Camus,Public,101,20,60360
0600557E,Ecole élémentaire Albert Camus,Public,151,20,60360
0601285W,Ecole maternelle Jean Macé,Public,101,20,60360
0600556D,Ecole élémentaire Jean Macé,Public,151,20,60360
0600143E,Ecole élémentaire,Public,151,20,60361
0600792K,Ecole élémentaire,Public,151,20,60362
0600144F,Ecole élémentaire,Public,151,20,60363
0602149K,Ecole élémentaire privée hors contrat Les Coeurs Vaillants,Privé,151,20,60363
0601091K,Ecole primaire,Public,151,20,60364
0602050C,Ecole élémentaire,Public,151,20,60365
0600698H,Ecole élémentaire,Public,151,20,60366
0601277M,Ecole primaire,Public,151,20,60367
0601499D,Ecole maternelle Charles Perrault,Public,101,20,60368
0601829M,Ecole élémentaire Marguerite Forterr,Public,151,20,60368
0600817M,Ecole élémentaire du Grand Férre,Public,151,20,60369
0601626S,Ecole maternelle,Public,101,20,60369
0601794Z,Ecole maternelle,Public,101,20,60370
0600221P,Ecole élémentaire,Public,151,20,60370
0600119D,Ecole primaire,Public,151,20,60372
0601066H,Ecole primaire Georges Lemoine,Public,151,20,60373
0601180G,Collège M. et G. Blin,Public,340,20,60374
0601479G,Ecole maternelle Ch. Dussarps,Public,101,20,60374
0600593U,Ecole élémentaire Albert Camus,Public,151,20,60374
0601403Z,Ecole élémentaire Gabriel Bourgeois,Public,151,20,60374
0600856E,Ecole maternelle,Public,101,20,60377
0601068K,Ecole élémentaire,Public,151,20,60378
0600635P,Ecole primaire,Public,151,20,60379
0601571G,Ecole élémentaire Robert Leroux,Public,151,20,60380
0601738N,Ecole maternelle des Cygnes,Public,101,20,60380
0600636R,Ecole élémentaire,Public,151,20,60381
0600481X,Ecole maternelle Edouard Herriot,Public,101,20,60382
0600483Z,Ecole maternelle Jules Ferry,Public,101,20,60382
0601318G,Section d'enseignement général et professionnel adapté du Collège Claude Debussy,Public,390,20,60382
0600731U,Ecole élémentaire Edouard Herriot,Public,151,20,60382
0601193W,Collège Claude Debussy,Public,340,20,60382
0602037N,Ecole primaire Suzanne Lacore,Public,151,20,60382
0600728R,Ecole élémentaire Ferdinand Buisson,Public,151,20,60382
0601352U,Ecole élémentaire Paul Bert,Public,151,20,60382
0602131R,Ecole maternelle privée hors contrat le Geste Montessori,Privé,151,20,60382
0600941X,Ecole maternelle,Public,101,20,60383
0600180V,Ecole primaire,Public,151,20,60385
0600942Y,Ecole élémentaire,Public,151,20,60386
0601306U,Ecole primaire Marie Curie,Public,151,20,60387
0601365H,Collège Philéas Lebesgue,Public,340,20,60387
0600120E,Ecole élémentaire,Public,151,20,60390
0601069L,Ecole primaire,Public,151,20,60392
0600759Z,Ecole primaire,Public,151,20,60393
0601157G,Collège privé Immaculée-Conception,Privé,340,20,60395
0602113W,Ecole primaire J. Verne,Public,151,20,60395
0601383C,Ecole primaire privée immaculée-conception,Privé,151,20,60395
0601470X,Lycée professionnel Lavoisier - Lycée des métiers des services du numérique à la personne - de l'entreprise à l'innovation,Public,320,20,60395
0601625R,Ecole primaire L. Pasteur,Public,151,20,60395
0601865B,Lycée général et technologique Condorcet,Public,300,20,60395
0600201T,Ecole élémentaire Bellonte,Public,151,20,60395
0601191U,Collège du Thelle,Public,340,20,60395
0601444U,Section d'enseignement général et professionnel adapté du Collège du Thelle,Public,390,20,60395
0601718S,Collège Pierre Mendès France,Public,340,20,60395
0601494Y,Ecole élémentaire Jean Moulin,Public,151,20,60395
0601495Z,Ecole maternelle Jean Moulin,Public,101,20,60395
0600427N,Ecole maternelle Bellonte,Public,101,20,60395
0600428P,Ecole maternelle Gambetta,Public,101,20,60395
0600200S,Ecole élémentaire Voltaire,Public,151,20,60395
0600429R,Ecole maternelle Jean Macé,Public,101,20,60395
0600604F,Ecole primaire,Public,151,20,60396
0601047M,Ecole primaire Joliot-Curie,Public,151,20,60398
0601093M,Ecole élémentaire,Public,151,20,60400
0600084R,Ecole élémentaire,Public,151,20,60401
0600820R,Ecole élémentaire des Sources,Public,151,20,60402
0602012L,Ecole maternelle des Jardins,Public,101,20,60402
0600403M,Ecole primaire du Thérinet,Public,151,20,60403
0602027C,Ecole primaire C. Mauduit,Public,151,20,60404
0600840M,Ecole élémentaire,Public,151,20,60405
0601875M,Ecole maternelle,Public,101,20,60405
0600577B,Ecole primaire,Public,151,20,60406
0600943Z,Ecole primaire,Public,151,20,60408
0601561W,Ecole maternelle Clos Saint-Paul,Public,101,20,60409
0601665J,Ecole élémentaire Eugène Cauchois,Public,151,20,60409
0601023L,Ecole élémentaire,Public,151,20,60410
0600145G,Ecole primaire,Public,151,20,60411
0600146H,Ecole primaire,Public,151,20,60412
0600993D,Ecole élémentaire,Public,151,20,60413
0600502V,Ecole maternelle Joliot-Curie,Public,101,20,60414
0601178E,Collège Anatole France,Public,340,20,60414
0601753E,Ecole maternelle Henri Wallon,Public,101,20,60414
0600760A,Ecole primaire J.Jaures,Public,151,20,60414
0600503W,Ecole maternelle Paul Langevin,Public,101,20,60414
0600761B,Ecole élémentaire Edmond Leveille,Public,151,20,60414
0601864A,Lycée d'enseignement général et technologique André Malraux,Public,300,20,60414
0601870G,Lycée professionnel André Malraux - Lycée des métiers du tertiaire et des services à la personne,Public,320,20,60414
0601916G,Ecole élémentaire Joliot-Curie,Public,151,20,60414
0602167E,Ecole secondaire privée hors contrat AVEMPACE,Privé,340,20,60414
0601195Y,Ecole élémentaire Jacques Decour,Public,151,20,60414
0601862Y,Ecole élémentaire Paul Langevin,Public,151,20,60414
0600066W,Section d'enseignement général et professionnel adapté du Collège Anatole France,Public,390,20,60414
0600764E,Ecole primaire Danielle Casanova,Public,151,20,60414
0600501U,Ecole maternelle Jean Macé,Public,101,20,60414
0601310Y,Ecole maternelle Jacques Decour 2,Public,101,20,60414
0601355X,Ecole maternelle Jacques Decour I,Public,101,20,60414
0602032H,Ecole primaire Maurice Bambier,Public,151,20,60414
0601125X,Ecole primaire,Public,151,20,60421
0602051D,Ecole primaire,Public,151,20,60422
0601070M,Ecole primaire Léopold Guerlot,Public,151,20,60423
0601796B,Ecole primaire,Public,151,20,60424
0600858G,Ecole primaire Philippe Honoré,Public,151,20,60425
0600223S,Ecole maternelle,Public,101,20,60427
0600083P,Ecole élémentaire,Public,151,20,60428
0601048N,Ecole primaire de la Mare du Bois,Public,151,20,60429
0600315S,Ecole primaire,Public,151,20,60430
0601024M,Ecole élémentaire,Public,151,20,60431
0601145U,Collège privé Saint Dominique,Privé,340,20,60432
0601126Y,Ecole primaire,Public,151,20,60432
0601396S,Ecole élémentaire privée saint dominique,Privé,151,20,60432
0602070Z,Lycée d'enseignement général privé Saint Dominique,Privé,302,20,60432
0600886M,Ecole primaire,Public,151,20,60433
0600915U,Ecole élémentaire,Public,151,20,60435
0600887N,Ecole élémentaire,Public,151,20,60437
0600255B,Ecole élémentaire,Public,151,20,60438
0600432U,Ecole maternelle Coincourt,Public,101,20,60439
0601293E,Collège Romain Rolland,Public,340,20,60439
0600641W,Ecole élémentaire Robert Floury,Public,151,20,60439
0600644Z,Ecole élémentaire  Pierre et Marie Curie,Public,151,20,60439
0600433V,Ecole maternelle Pierre et Marie Curie,Public,101,20,60439
0600434W,Ecole maternelle Louise Michel,Public,101,20,60439
0601095P,Ecole primaire,Public,151,20,60440
0600822T,Ecole primaire,Public,151,20,60441
0600794M,Ecole maternelle,Public,101,20,60443
0602147H,Ecole maternelle Maurice Chevance Bertin,Public,101,20,60446
0600981R,Ecole élémentaire Maurice Chevance Bertin,Public,151,20,60446
0601408E,Collège Guillaume Cale,Public,340,20,60446
0600319W,Ecole maternelle,Public,101,20,60447
0601221B,Ecole élémentaire,Public,151,20,60447
0600181W,Ecole élémentaire,Public,151,20,60448
0601848H,Section d'enseignement général et professionnel adapté du Collège Henry de Montherlant,Public,390,20,60450
0600923C,Ecole élémentaire Claude Debussy,Public,151,20,60450
0601030U,Ecole élémentaire Léonard de Vinci,Public,151,20,60450
0600438A,Ecole maternelle Georges Brassens,Public,101,20,60450
0601847G,Collège Henry de Montherlant,Public,340,20,60450
0600552Z,Ecole élémentaire Charles Chaplin,Public,151,20,60451
0601534S,Ecole maternelle de l'Orme,Public,101,20,60451
0601459K,Ecole élémentaire de l'Orme,Public,151,20,60451
0600224T,Ecole élémentaire,Public,151,20,60452
0600696F,Ecole primaire,Public,151,20,60454
0601090J,Ecole primaire des Hirondelles,Public,151,20,60456
0600405P,Ecole maternelle,Public,101,20,60458
0600513G,Ecole élémentaire,Public,151,20,60461
0600972F,Ecole primaire du Chemin Vert,Public,151,20,60462
0601443T,Collège Anna de Noailles,Public,340,20,60462
0601846F,Collège privé Marcel Callo,Privé,340,20,60463
0601199C,Ecole maternelle l'Obier,Public,101,20,60463
0601837W,Ecole élémentaire Carnot,Public,151,20,60463
0601426Z,Ecole élémentaire Georges Charpak,Public,151,20,60463
0600020W,Lycée d'enseignement général et technologique Marie Curie,Public,300,20,60463
0600500T,Ecole maternelle Jean Moulin,Public,101,20,60463
0601441R,Ecole maternelle Françoise Dolto,Public,101,20,60463
0601477E,Ecole maternelle Madeleine Brès,Public,101,20,60463
0601851L,Ecole élémentaire Jean Moulin,Public,151,20,60463
0601861X,Ecole élémentaire L'Obier,Public,151,20,60463
0601912C,Ecole élémentaire Paul Bert,Public,151,20,60463
0600036N,Collège Edouard Herriot,Public,340,20,60463
0600062S,"Lycée professionnel Marie Curie - Lycée des métiers de l'ingénierie des industries mécaniques, chimiques et biotechnologiques",Public,320,20,60463
0600498R,Ecole maternelle Paul Bert,Public,101,20,60463
0601179F,Collège Marcelin Berthelot,Public,340,20,60463
0601830N,Ecole primaire d'application Perrault Verne Kergomard,Public,153,20,60463
0600499S,Ecole maternelle Carnot,Public,101,20,60463
0600580E,Ecole primaire,Public,151,20,60464
0601097S,Ecole élémentaire,Public,151,20,60468
0601342H,Ecole primaire,Public,151,20,60470
0601876N,Ecole maternelle Louis Pergaud,Public,101,20,60471
0600449M,Groupe scolaire St-Exupéry maternelle,Public,101,20,60471
0601158H,Collège privé Notre-Dame,Privé,340,20,60471
0601466T,Ecole maternelle Marcel Provost,Public,101,20,60471
0601526H,Section d'enseignement général et professionnel adapté du Collège Louis Pasteur,Public,390,20,60471
0601643K,Ecole élémentaire Alain Fournier,Public,151,20,60471
0600447K,Ecole maternelle Y. Brioy,Public,101,20,60471
0601887A,Ecole primaire Weissenburger,Public,151,20,60471
0600041U,Lycée professionnel Charles de Bovelles - Lycée des métiers,Public,320,20,60471
0601004R,Ecole élémentaire les Goélands,Public,151,20,60471
0601297J,Collège Louis Pasteur,Public,340,20,60471
0601356Y,Ecole maternelle Pauline Kergomard,Public,101,20,60471
0601442S,Ecole élémentaire Marcel Provost,Public,151,20,60471
0601692N,Ecole élémentaire Charles Perrault,Public,151,20,60471
0601620K,Ecole maternelle Joseph Pinchon,Public,101,20,60471
0601886Z,Groupe scolaire élémentaire Saint-Exupéry,Public,151,20,60471
0600040T,Lycée d'enseignement général et technologique Jean Calvin,Public,300,20,60471
0601398U,Ecole primaire privée notre-dame,Privé,151,20,60471
0601605U,Collège Paul Eluard,Public,340,20,60471
0600995F,Ecole maternelle,Public,101,20,60473
0600795N,Ecole élémentaire,Public,151,20,60474
0602128M,Ecole primaire,Public,151,20,60477
0600320X,Ecole primaire,Public,151,20,60479
0600531B,Ecole élémentaire,Public,151,20,60480
0600321Y,Ecole maternelle,Public,101,20,60481
0601128A,Ecole élémentaire Henri Delaunay,Public,151,20,60482
0601791W,Ecole maternelle,Public,101,20,60482
0600946C,Ecole élémentaire,Public,151,20,60483
0601576M,Lycée agricole privé Sainte-Julie Billiart d'Orvillers Sorel,Privé,320,20,60483
0600861K,Ecole élémentaire,Public,151,20,60485
0600288M,Ecole primaire,Public,151,20,60486
0601025N,Ecole élémentaire,Public,151,20,60488
0600996G,Ecole primaire,Public,151,20,60489
0600337R,Ecole élémentaire,Public,151,20,60490
0600257D,Ecole primaire,Public,151,20,60491
0601194X,Lycée agricole privé Charles Quentin de Pierrefonds,Privé,320,20,60491
0601071N,Ecole primaire,Public,151,20,60492
0600398G,Ecole primaire,Public,151,20,60493
0601307V,Ecole primaire des Fontaines,Public,151,20,60494
0601098T,Ecole primaire,Public,151,20,60495
0601099U,Ecole élémentaire,Public,151,20,60497
0601100V,Ecole élémentaire,Public,151,20,60498
0601467U,Ecole maternelle des Iris,Public,101,20,60500
0601836V,Ecole élémentaire,Public,151,20,60500
0601706D,Ecole maternelle le Pré au Lièvre,Public,101,20,60500
0601890D,Ecole élémentaire,Public,151,20,60501
0600454T,Ecole maternelle,Public,101,20,60501
0600888P,Ecole primaire des Faienciers,Public,151,20,60504
0602190E,Ecole secondaire privée hors contrat Montessori les Arches Pontarmé,Privé,340,20,60505
0602189D,Ecole secondaire privée hors contrat Montessori les Arches Pontarmé,Privé,300,20,60505
0601133F,Ecole primaire de la Thève,Public,151,20,60505
0601026P,Ecole primaire,Public,151,20,60506
0601028S,Ecole élémentaire,Public,151,20,60507
0601915F,Ecole élémentaire Georges Chadufaux,Public,151,20,60508
0601496A,Ecole élémentaire René Lhermite,Public,151,20,60508
0601478F,Ecole maternelle Pierre Masse,Public,101,20,60508
0601569E,Ecole maternelle Jean Rostand,Public,101,20,60508
0601296H,Collège Lucie et Raymond AUBRAC,Public,340,20,60509
0601147W,Collège privé St Joseph du Moncel,Privé,340,20,60509
0601451B,Ecole maternelle Paul Verlaine,Public,101,20,60509
0601615E,Ecole élémentaire Jean Rostand,Public,151,20,60509
0600452R,Ecole maternelle Paul Langevin,Public,101,20,60509
0600951H,Ecole primaire Ferdinand Buisson - Max Drains,Public,151,20,60509
0601722W,Ecole élémentaire Robert Desnos,Public,151,20,60509
0601881U,Ecole élémentaire Jules Ferry,Public,151,20,60509
0601896K,Lycée professionnel privé St Joseph du Moncel,Privé,320,20,60509
0601918J,Ecole maternelle Françoise Dolto,Public,101,20,60509
0600450N,Ecole maternelle J. Prévert,Public,101,20,60509
0600451P,Ecole maternelle Marie Curie,Public,101,20,60509
0600872X,Ecole élémentaire Fabre d'Eglantine,Public,151,20,60509
0600954L,Ecole élémentaire  A. Bonnel,Public,151,20,60509
0601831P,Lycée général et technologique privé St Joseph du Moncel,Privé,300,20,60509
0601395R,Ecole primaire privée saint joseph du moncel,Privé,151,20,60509
0601869F,Ecole primaire,Public,151,20,60510
0601029T,Ecole maternelle,Public,101,20,60511
0602043V,Ecole élémentaire A. Devaucouleurs,Public,151,20,60513
0601278N,Ecole maternelle George Sand,Public,101,20,60513
0601049P,Ecole primaire,Public,151,20,60517
0600862L,Ecole primaire,Public,151,20,60518
0601102X,Ecole élémentaire,Public,151,20,60522
0600086T,Ecole primaire,Public,151,20,60523
0600583H,Ecole élémentaire Camille Claudel,Public,151,20,60524
0600582G,Ecole élémentaire Marcelin Berthelot,Public,151,20,60524
0600426M,Ecole maternelle Françoise Dolto,Public,101,20,60524
0601885Y,Ecole primaire Madeleine Riffaud,Public,151,20,60526
0600149L,Ecole primaire,Public,151,20,60528
0600700K,Ecole élémentaire,Public,151,20,60530
0601856S,Ecole élémentaire Ph. de Beaumanoir,Public,151,20,60531
0601857T,Ecole maternelle la Payelle,Public,101,20,60531
0600045Y,Collège de La Vallée du Matz,Public,340,20,60533
0601793Y,Ecole maternelle,Public,101,20,60533
0600924D,Ecole élémentaire,Public,151,20,60533
0600260G,Ecole primaire Georges Bernard,Public,151,20,60534
0600046Z,Collège de Marly,Public,340,20,60537
0601822E,"Lycée professionnel Arthur Rimbaud - Lycée des métiers de l'électronique, de la menuiserie et de la vente",Public,320,20,60537
0601051S,Ecole primaire Aristide Briand,Public,151,20,60537
0601052T,Ecole primaire H. Michel,Public,151,20,60537
0601062D,Ecole primaire Jean Hochet,Public,151,20,60537
0601265Z,Lycée professionnel agricole de Ribécourt,Public,320,20,60537
0601781K,Ecole primaire Jean Carette,Public,151,20,60539
0600962V,Ecole primaire,Public,151,20,60541
0600532C,Ecole primaire William R Hayden,Public,151,20,60542
0600846U,Ecole primaire des 4 villages Espace R. Cocu,Public,151,20,60545
0600586L,Ecole élémentaire,Public,151,20,60547
0600183Y,Ecole élémentaire,Public,151,20,60548
0600555C,Ecole élémentaire Guillaume Cale,Public,151,20,60551
0600323A,Ecole élémentaire,Public,151,20,60552
0601105A,Ecole primaire,Public,151,20,60553
0600184Z,Ecole maternelle,Public,101,20,60554
0600638T,Ecole élémentaire,Public,151,20,60558
0600697G,Ecole primaire,Public,151,20,60559
0600963W,Ecole primaire,Public,151,20,60560
0600324B,Ecole élémentaire,Public,151,20,60561
0601778G,Ecole primaire Jean Gautier,Public,151,20,60562
0600589P,Ecole élémentaire,Public,151,20,60563
0600866R,Ecole primaire,Public,151,20,60565
0600192H,Ecole primaire les Fontainettes,Public,151,20,60567
0600191G,Ecole élémentaire du Centre,Public,151,20,60567
0601292D,Collège des Fontainettes,Public,340,20,60567
0600701L,Ecole élémentaire,Public,151,20,60568
0602187B,Ecole maternelle privée Athéna Montessori Internationale,Privé,151,20,60570
0600226V,Ecole primaire,Public,151,20,60570
0600262J,Ecole élémentaire,Public,151,20,60572
0600553A,Ecole primaire,Public,151,20,60574
0601938F,Collège Léonard de Vinci,Public,340,20,60575
0600889R,Ecole élémentaire Roger Pauchet,Public,151,20,60575
0601539X,Ecole maternelle aux Jolis Pommiers,Public,101,20,60575
0600890S,Ecole élémentaire Camille Claudel,Public,151,20,60575
0600087U,Ecole primaire,Public,151,20,60576
0601691M,Ecole élémentaire Eugène Elie,Public,151,20,60577
0600195L,Ecole maternelle Gare,Public,101,20,60577
0600325C,Ecole primaire L.Collas,Public,151,20,60578
0600439B,Ecole maternelle l'Abbaye,Public,101,20,60581
0601079X,Ecole élémentaire Bogaert A,Public,151,20,60581
0601219Z,Ecole élémentaire le Moulin,Public,151,20,60581
0601080Y,Ecole élémentaire V. Hauy,Public,151,20,60581
0601666K,Section d'enseignement général et professionnel adapté du Collège Louise Michel,Public,390,20,60581
0601201E,Ecole maternelle le Moulin,Public,101,20,60581
0601445V,Collège Louise Michel,Public,340,20,60581
0601074S,Ecole primaire,Public,151,20,60582
0600088V,Ecole primaire,Public,151,20,60583
0601562X,Ecole maternelle Jean-Baptiste Clément,Public,101,20,60584
0601409F,Collège Jules Vallès,Public,340,20,60584
0600505Y,Ecole maternelle Jean Macé,Public,101,20,60584
0600665X,Ecole élémentaire Raymonde Carbon,Public,151,20,60584
0601662F,Ecole élémentaire Jean-Baptiste Clément,Public,151,20,60584
0600336P,Ecole primaire,Public,151,20,60586
0600590R,Ecole primaire Robert Personne,Public,151,20,60587
0600382P,Ecole maternelle,Public,101,20,60588
0600504X,Ecole maternelle Danielle Casanova,Public,101,20,60589
0602154R,Ecole primaire privée hors contrat Les Ateliers du Savoir,Privé,151,20,60589
0600048B,Lycée professionnel Donation de Rothschild,Public,320,20,60589
0601880T,Ecole élémentaire Joliot-Curie,Public,151,20,60589
0602044W,Ecole primaire Louis d'Hardivilliers,Public,151,20,60590
0600089W,Ecole primaire du Ruisseau,Public,151,20,60591
0600196M,Ecole élémentaire  Octave Pellerin,Public,151,20,60592
0600263K,Ecole élémentaire Yves Duteil,Public,151,20,60593
0600916V,Ecole maternelle,Public,101,20,60594
0601106B,Ecole élémentaire,Public,151,20,60595
0600848W,Ecole élémentaire,Public,151,20,60596
0601622M,Ecole élémentaire René Boulanger,Public,151,20,60597
0601737M,Ecole primaire Aurore,Public,151,20,60597
0602161Y,Learn to Shine,Privé,151,20,60597
0600892U,Ecole primaire,Public,151,20,60598
0601688J,Maison Familiale Rurale de Saint-Sulpice,Privé,380,20,60598
0600371C,Ecole primaire,Public,151,20,60599
0600965Y,Ecole primaire,Public,151,20,60600
0600772N,Ecole primaire Louise Michel,Public,151,20,60601
0600506Z,Ecole primaire Pierre Caudron,Public,151,20,60603
0600381N,Ecole élémentaire,Public,151,20,60604
0600380M,Ecole maternelle,Public,101,20,60605
0600335N,Ecole maternelle,Public,101,20,60609
0602016R,Ecole élémentaire,Public,151,20,60609
0600508B,Ecole élémentaire,Public,151,20,60610
0600917W,Ecole primaire,Public,151,20,60611
0601843C,Ecole primaire privée notre-dame du sacré-coeur,Privé,151,20,60612
0601150Z,Collège privé Anne-Marie Javouhey,Privé,340,20,60612
0600442E,Ecole maternelle St Péravi,Public,101,20,60612
0600049C,"Lycée professionnel Amyot d'Inville - Lycée des métiers du BTP, de la vente et de la communication graphique",Public,320,20,60612
0600050D,Collège Albéric MAGNARD,Public,340,20,60612
0600441D,Ecole maternelle Anne de Kiev,Public,101,20,60612
0601149Y,Lycée général et technologique privé Saint Vincent,Privé,300,20,60612
0601529L,Ecole primaire Brichebay,Public,151,20,60612
0601900P,Ecole élémentaire Anne de Kiev,Public,151,20,60612
0601402Y,Ecole primaire Séraphine Louis,Public,151,20,60612
0601410G,Section d'enseignement général et professionnel adapté du Collège Fontaine des Prés,Public,390,20,60612
0601425Y,Ecole élémentaire de l'Argilière,Public,151,20,60612
0601795A,Ecole maternelle Orion,Public,101,20,60612
0600440C,Ecole maternelle de Beauval,Public,101,20,60612
0601367K,Collège de La Fontaine des Prés,Public,340,20,60612
0601826J,Lycée général et technologique Hugues Capet,Public,300,20,60612
0600151N,Ecole primaire,Public,151,20,60614
0600198P,Ecole élémentaire Jean Jaurès,Public,151,20,60616
0600484A,Ecole maternelle Pierre Boyer,Public,101,20,60616
0600797R,Ecole primaire,Public,151,20,60617
0601000L,Ecole primaire,Public,151,20,60619
